                                     Moon                                     
     
            Topocentric Physical Ephemeris: Illumination Parameters           
     
                         David Rittenhouse Laboratory                         
                Location:  W 75°11'20.4", N39°57'08.1",    12m                
                  (Longitude referred to Greenwich meridian)                  
     
   Date        Time             Phase     Fraction                       Semi-
         (UT1)                  Angle    Illuminated    Parallax       diameter
             h  m   s             °                      '   "          '   "
2014 Jul 27 04:40:00.0         173.75       0.003       43 18.55       14 34.04
2014 Jul 27 04:45:00.0         173.73       0.003       43 13.20       14 34.00
2014 Jul 27 04:50:00.0         173.71       0.003       43 08.62       14 33.97
2014 Jul 27 04:55:00.0         173.69       0.003       43 04.80       14 33.95
2014 Jul 27 05:00:00.0         173.67       0.003       43 01.76       14 33.92
2014 Jul 27 05:05:00.0         173.65       0.003       42 59.52       14 33.91
2014 Jul 27 05:10:00.0         173.63       0.003       42 58.07       14 33.89
2014 Jul 27 05:15:00.0         173.61       0.003       42 57.42       14 33.89
2014 Jul 27 05:20:00.0         173.59       0.003       42 57.58       14 33.88
2014 Jul 27 05:25:00.0         173.56       0.003       42 58.54       14 33.88
2014 Jul 27 05:30:00.0         173.54       0.003       43 00.30       14 33.89
2014 Jul 27 05:35:00.0         173.52       0.003       43 02.85       14 33.90
2014 Jul 27 05:40:00.0         173.49       0.003       43 06.19       14 33.91
2014 Jul 27 05:45:00.0         173.47       0.003       43 10.31       14 33.93
2014 Jul 27 05:50:00.0         173.45       0.003       43 15.19       14 33.95
2014 Jul 27 05:55:00.0         173.42       0.003       43 20.83       14 33.98
2014 Jul 27 06:00:00.0         173.40       0.003       43 27.19       14 34.01
2014 Jul 27 06:05:00.0         173.38       0.003       43 34.27       14 34.05
2014 Jul 27 06:10:00.0         173.35       0.003       43 42.05       14 34.09
2014 Jul 27 06:15:00.0         173.33       0.003       43 50.50       14 34.14
2014 Jul 27 06:20:00.0         173.30       0.003       43 59.60       14 34.19
2014 Jul 27 06:25:00.0         173.28       0.003       44 09.32       14 34.24
2014 Jul 27 06:30:00.0         173.25       0.003       44 19.64       14 34.30
2014 Jul 27 06:35:00.0         173.23       0.003       44 30.52       14 34.36
2014 Jul 27 06:40:00.0         173.20       0.004       44 41.95       14 34.43
2014 Jul 27 06:45:00.0         173.17       0.004       44 53.88       14 34.50
2014 Jul 27 06:50:00.0         173.15       0.004       45 06.29       14 34.58
2014 Jul 27 06:55:00.0         173.12       0.004       45 19.15       14 34.66
2014 Jul 27 07:00:00.0         173.10       0.004       45 32.42       14 34.74
2014 Jul 27 07:05:00.0         173.07       0.004       45 46.07       14 34.83
2014 Jul 27 07:10:00.0         173.04       0.004       46 00.06       14 34.92
2014 Jul 27 07:15:00.0         173.01       0.004       46 14.36       14 35.02
2014 Jul 27 07:20:00.0         172.99       0.004       46 28.93       14 35.12
2014 Jul 27 07:25:00.0         172.96       0.004       46 43.75       14 35.22
2014 Jul 27 07:30:00.0         172.93       0.004       46 58.77       14 35.33
2014 Jul 27 07:35:00.0         172.91       0.004       47 13.96       14 35.44
2014 Jul 27 07:40:00.0         172.88       0.004       47 29.29       14 35.56
2014 Jul 27 07:45:00.0         172.85       0.004       47 44.71       14 35.67
2014 Jul 27 07:50:00.0         172.82       0.004       48 00.20       14 35.80
2014 Jul 27 07:55:00.0         172.80       0.004       48 15.72       14 35.92
2014 Jul 27 08:00:00.0         172.77       0.004       48 31.24       14 36.05
2014 Jul 27 08:05:00.0         172.74       0.004       48 46.73       14 36.19
2014 Jul 27 08:10:00.0         172.71       0.004       49 02.14       14 36.33
2014 Jul 27 08:15:00.0         172.68       0.004       49 17.45       14 36.47
2014 Jul 27 08:20:00.0         172.66       0.004       49 32.62       14 36.61
2014 Jul 27 08:25:00.0         172.63       0.004       49 47.63       14 36.76
2014 Jul 27 08:30:00.0         172.60       0.004       50 02.44       14 36.91
2014 Jul 27 08:35:00.0         172.57       0.004       50 17.03       14 37.06
2014 Jul 27 08:40:00.0         172.54       0.004       50 31.35       14 37.22
2014 Jul 27 08:45:00.0         172.51       0.004       50 45.39       14 37.38
2014 Jul 27 08:50:00.0         172.49       0.004       50 59.11       14 37.55
2014 Jul 27 08:55:00.0         172.46       0.004       51 12.49       14 37.71
2014 Jul 27 09:00:00.0         172.43       0.004       51 25.50       14 37.88
2014 Jul 27 09:05:00.0         172.40       0.004       51 38.11       14 38.05
2014 Jul 27 09:10:00.0         172.37       0.004       51 50.29       14 38.23
2014 Jul 27 09:15:00.0         172.34       0.004       52 02.03       14 38.40
2014 Jul 27 09:20:00.0         172.31       0.004       52 13.30       14 38.58
2014 Jul 27 09:25:00.0         172.29       0.005       52 24.07       14 38.77
2014 Jul 27 09:30:00.0         172.26       0.005       52 34.33       14 38.95
2014 Jul 27 09:35:00.0         172.23       0.005       52 44.04       14 39.14
2014 Jul 27 09:40:00.0         172.20       0.005       52 53.20       14 39.33
2014 Jul 27 09:45:00.0         172.17       0.005       53 01.77       14 39.52
2014 Jul 27 09:50:00.0         172.14       0.005       53 09.74       14 39.71
2014 Jul 27 09:55:00.0         172.12       0.005       53 17.09       14 39.91
2014 Jul 27 10:00:00.0         172.09       0.005       53 23.80       14 40.10
2014 Jul 27 10:05:00.0         172.06       0.005       53 29.85       14 40.30
2014 Jul 27 10:10:00.0         172.03       0.005       53 35.24       14 40.50
2014 Jul 27 10:15:00.0         172.00       0.005       53 39.93       14 40.70
2014 Jul 27 10:20:00.0         171.98       0.005       53 43.93       14 40.91
2014 Jul 27 10:25:00.0         171.95       0.005       53 47.20       14 41.11
2014 Jul 27 10:30:00.0         171.92       0.005       53 49.75       14 41.32
2014 Jul 27 10:35:00.0         171.89       0.005       53 51.55       14 41.53
2014 Jul 27 10:40:00.0         171.86       0.005       53 52.59       14 41.74
2014 Jul 27 10:45:00.0         171.84       0.005       53 52.87       14 41.95
2014 Jul 27 10:50:00.0         171.81       0.005       53 52.38       14 42.16
2014 Jul 27 10:55:00.0         171.78       0.005       53 51.10       14 42.37
2014 Jul 27 11:00:00.0         171.75       0.005       53 49.02       14 42.58
2014 Jul 27 11:05:00.0         171.73       0.005       53 46.14       14 42.80
2014 Jul 27 11:10:00.0         171.70       0.005       53 42.45       14 43.01
2014 Jul 27 11:15:00.0         171.67       0.005       53 37.94       14 43.22
2014 Jul 27 11:20:00.0         171.65       0.005       53 32.61       14 43.44
2014 Jul 27 11:25:00.0         171.62       0.005       53 26.45       14 43.65
2014 Jul 27 11:30:00.0         171.59       0.005       53 19.46       14 43.87
2014 Jul 27 11:35:00.0         171.57       0.005       53 11.64       14 44.09
2014 Jul 27 11:40:00.0         171.54       0.005       53 02.98       14 44.30
2014 Jul 27 11:45:00.0         171.51       0.005       52 53.48       14 44.52
2014 Jul 27 11:50:00.0         171.49       0.006       52 43.14       14 44.73
2014 Jul 27 11:55:00.0         171.46       0.006       52 31.96       14 44.95
2014 Jul 27 12:00:00.0         171.43       0.006       52 19.94       14 45.16
2014 Jul 27 12:05:00.0         171.41       0.006       52 07.08       14 45.38
2014 Jul 27 12:10:00.0         171.38       0.006       51 53.39       14 45.59
2014 Jul 27 12:15:00.0         171.36       0.006       51 38.87       14 45.80
2014 Jul 27 12:20:00.0         171.33       0.006       51 23.52       14 46.01
2014 Jul 27 12:25:00.0         171.30       0.006       51 07.35       14 46.22
2014 Jul 27 12:30:00.0         171.28       0.006       50 50.36       14 46.44
2014 Jul 27 12:35:00.0         171.25       0.006       50 32.56       14 46.64
2014 Jul 27 12:40:00.0         171.23       0.006       50 13.95       14 46.85
2014 Jul 27 12:45:00.0         171.20       0.006       49 54.56       14 47.06
2014 Jul 27 12:50:00.0         171.18       0.006       49 34.38       14 47.26
2014 Jul 27 12:55:00.0         171.15       0.006       49 13.42       14 47.47
2014 Jul 27 13:00:00.0         171.13       0.006       48 51.70       14 47.67
2014 Jul 27 13:05:00.0         171.10       0.006       48 29.23       14 47.87
2014 Jul 27 13:10:00.0         171.08       0.006       48 06.02       14 48.07
2014 Jul 27 13:15:00.0         171.06       0.006       47 42.09       14 48.27
2014 Jul 27 13:20:00.0         171.03       0.006       47 17.46       14 48.46
2014 Jul 27 13:25:00.0         171.01       0.006       46 52.13       14 48.65
2014 Jul 27 13:30:00.0         170.98       0.006       46 26.13       14 48.85
2014 Jul 27 13:35:00.0         170.96       0.006       45 59.47       14 49.03
2014 Jul 27 13:40:00.0         170.94       0.006       45 32.18       14 49.22
2014 Jul 27 13:45:00.0         170.91       0.006       45 04.27       14 49.40
2014 Jul 27 13:50:00.0         170.89       0.006       44 35.78       14 49.59
2014 Jul 27 13:55:00.0         170.86       0.006       44 06.72       14 49.76
2014 Jul 27 14:00:00.0         170.84       0.006       43 37.11       14 49.94
2014 Jul 27 14:05:00.0         170.82       0.006       43 06.99       14 50.11
2014 Jul 27 14:10:00.0         170.79       0.006       42 36.38       14 50.28
2014 Jul 27 14:15:00.0         170.77       0.006       42 05.31       14 50.45
2014 Jul 27 14:20:00.0         170.75       0.007       41 33.82       14 50.62
2014 Jul 27 14:25:00.0         170.73       0.007       41 01.93       14 50.78
2014 Jul 27 14:30:00.0         170.70       0.007       40 29.68       14 50.94
2014 Jul 27 14:35:00.0         170.68       0.007       39 57.11       14 51.09
2014 Jul 27 14:40:00.0         170.66       0.007       39 24.25       14 51.24
2014 Jul 27 14:45:00.0         170.64       0.007       38 51.15       14 51.39
2014 Jul 27 14:50:00.0         170.61       0.007       38 17.85       14 51.54
2014 Jul 27 14:55:00.0         170.59       0.007       37 44.39       14 51.68
2014 Jul 27 15:00:00.0         170.57       0.007       37 10.81       14 51.81
2014 Jul 27 15:05:00.0         170.55       0.007       36 37.18       14 51.95
2014 Jul 27 15:10:00.0         170.52       0.007       36 03.54       14 52.08
2014 Jul 27 15:15:00.0         170.50       0.007       35 29.94       14 52.20
2014 Jul 27 15:20:00.0         170.48       0.007       34 56.44       14 52.33
2014 Jul 27 15:25:00.0         170.46       0.007       34 23.10       14 52.45
2014 Jul 27 15:30:00.0         170.44       0.007       33 49.99       14 52.56
2014 Jul 27 15:35:00.0         170.41       0.007       33 17.17       14 52.67
2014 Jul 27 15:40:00.0         170.39       0.007       32 44.71       14 52.78
2014 Jul 27 15:45:00.0         170.37       0.007       32 12.68       14 52.88
2014 Jul 27 15:50:00.0         170.35       0.007       31 41.16       14 52.98
2014 Jul 27 15:55:00.0         170.33       0.007       31 10.22       14 53.07
2014 Jul 27 16:00:00.0         170.30       0.007       30 39.95       14 53.16
2014 Jul 27 16:05:00.0         170.28       0.007       30 10.43       14 53.24
2014 Jul 27 16:10:00.0         170.26       0.007       29 41.74       14 53.32
2014 Jul 27 16:15:00.0         170.24       0.007       29 13.98       14 53.40
2014 Jul 27 16:20:00.0         170.22       0.007       28 47.24       14 53.47
2014 Jul 27 16:25:00.0         170.20       0.007       28 21.61       14 53.54
2014 Jul 27 16:30:00.0         170.17       0.007       27 57.19       14 53.60
2014 Jul 27 16:35:00.0         170.15       0.007       27 34.06       14 53.66
2014 Jul 27 16:40:00.0         170.13       0.007       27 12.33       14 53.71
2014 Jul 27 16:45:00.0         170.11       0.007       26 52.08       14 53.76
2014 Jul 27 16:50:00.0         170.09       0.007       26 33.42       14 53.80
2014 Jul 27 16:55:00.0         170.07       0.007       26 16.42       14 53.84
2014 Jul 27 17:00:00.0         170.04       0.008       26 01.16       14 53.88
2014 Jul 27 17:05:00.0         170.02       0.008       25 47.74       14 53.91
2014 Jul 27 17:10:00.0         170.00       0.008       25 36.21       14 53.93
2014 Jul 27 17:15:00.0         169.98       0.008       25 26.64       14 53.95
2014 Jul 27 17:20:00.0         169.96       0.008       25 19.09       14 53.97
2014 Jul 27 17:25:00.0         169.94       0.008       25 13.59       14 53.98
2014 Jul 27 17:30:00.0         169.91       0.008       25 10.18       14 53.98
2014 Jul 27 17:35:00.0         169.89       0.008       25 08.88       14 53.98
2014 Jul 27 17:40:00.0         169.87       0.008       25 09.70       14 53.98
2014 Jul 27 17:45:00.0         169.85       0.008       25 12.63       14 53.97
2014 Jul 27 17:50:00.0         169.83       0.008       25 17.66       14 53.96
2014 Jul 27 17:55:00.0         169.80       0.008       25 24.75       14 53.94
2014 Jul 27 18:00:00.0         169.78       0.008       25 33.87       14 53.92
2014 Jul 27 18:05:00.0         169.76       0.008       25 44.97       14 53.89
2014 Jul 27 18:10:00.0         169.74       0.008       25 57.98       14 53.85
2014 Jul 27 18:15:00.0         169.71       0.008       26 12.85       14 53.82
2014 Jul 27 18:20:00.0         169.69       0.008       26 29.49       14 53.77
2014 Jul 27 18:25:00.0         169.67       0.008       26 47.82       14 53.73
2014 Jul 27 18:30:00.0         169.65       0.008       27 07.75       14 53.67
2014 Jul 27 18:35:00.0         169.62       0.008       27 29.20       14 53.62
2014 Jul 27 18:40:00.0         169.60       0.008       27 52.07       14 53.56
2014 Jul 27 18:45:00.0         169.58       0.008       28 16.28       14 53.49
2014 Jul 27 18:50:00.0         169.55       0.008       28 41.71       14 53.42
2014 Jul 27 18:55:00.0         169.53       0.008       29 08.29       14 53.34
2014 Jul 27 19:00:00.0         169.51       0.008       29 35.91       14 53.26
2014 Jul 27 19:05:00.0         169.48       0.008       30 04.48       14 53.18
2014 Jul 27 19:10:00.0         169.46       0.008       30 33.92       14 53.09
2014 Jul 27 19:15:00.0         169.43       0.008       31 04.14       14 53.00
2014 Jul 27 19:20:00.0         169.41       0.009       31 35.04       14 52.90
2014 Jul 27 19:25:00.0         169.39       0.009       32 06.56       14 52.80
2014 Jul 27 19:30:00.0         169.36       0.009       32 38.60       14 52.69
2014 Jul 27 19:35:00.0         169.34       0.009       33 11.10       14 52.58
2014 Jul 27 19:40:00.0         169.31       0.009       33 43.98       14 52.47
2014 Jul 27 19:45:00.0         169.29       0.009       34 17.18       14 52.35
2014 Jul 27 19:50:00.0         169.26       0.009       34 50.61       14 52.23
