                                     Moon                                     
     
            Topocentric Physical Ephemeris: Illumination Parameters           
     
                           Cherry Springs State Park                          
                Location:  W 77°48'45.0", N41°39'52.6",   710m                
                  (Longitude referred to Greenwich meridian)                  
     
   Date        Time             Phase     Fraction                       Semi-
         (UT1)                  Angle    Illuminated    Parallax       diameter
             h  m   s             °                      '   "          '   "
2014 Jul 30 09:25:00.0         141.69       0.108       41 31.69       14 36.87
2014 Jul 30 09:30:00.0         141.64       0.108       41 50.43       14 36.98
2014 Jul 30 09:35:00.0         141.59       0.108       42 09.59       14 37.09
2014 Jul 30 09:40:00.0         141.55       0.108       42 29.14       14 37.21
2014 Jul 30 09:45:00.0         141.50       0.109       42 49.03       14 37.33
2014 Jul 30 09:50:00.0         141.45       0.109       43 09.21       14 37.46
2014 Jul 30 09:55:00.0         141.40       0.109       43 29.64       14 37.59
2014 Jul 30 10:00:00.0         141.35       0.109       43 50.29       14 37.72
2014 Jul 30 10:05:00.0         141.31       0.110       44 11.10       14 37.86
2014 Jul 30 10:10:00.0         141.26       0.110       44 32.04       14 38.00
2014 Jul 30 10:15:00.0         141.21       0.110       44 53.06       14 38.14
2014 Jul 30 10:20:00.0         141.16       0.111       45 14.14       14 38.29
2014 Jul 30 10:25:00.0         141.12       0.111       45 35.21       14 38.44
2014 Jul 30 10:30:00.0         141.07       0.111       45 56.26       14 38.60
2014 Jul 30 10:35:00.0         141.02       0.111       46 17.24       14 38.76
2014 Jul 30 10:40:00.0         140.98       0.112       46 38.11       14 38.92
2014 Jul 30 10:45:00.0         140.93       0.112       46 58.84       14 39.08
2014 Jul 30 10:50:00.0         140.88       0.112       47 19.40       14 39.25
2014 Jul 30 10:55:00.0         140.84       0.112       47 39.75       14 39.42
2014 Jul 30 11:00:00.0         140.79       0.113       47 59.86       14 39.60
2014 Jul 30 11:05:00.0         140.75       0.113       48 19.69       14 39.78
2014 Jul 30 11:10:00.0         140.70       0.113       48 39.22       14 39.96
2014 Jul 30 11:15:00.0         140.66       0.113       48 58.41       14 40.14
2014 Jul 30 11:20:00.0         140.61       0.114       49 17.25       14 40.33
2014 Jul 30 11:25:00.0         140.57       0.114       49 35.69       14 40.52
2014 Jul 30 11:30:00.0         140.52       0.114       49 53.71       14 40.71
2014 Jul 30 11:35:00.0         140.48       0.114       50 11.29       14 40.91
2014 Jul 30 11:40:00.0         140.43       0.115       50 28.40       14 41.11
2014 Jul 30 11:45:00.0         140.39       0.115       50 45.02       14 41.31
2014 Jul 30 11:50:00.0         140.35       0.115       51 01.12       14 41.51
2014 Jul 30 11:55:00.0         140.30       0.115       51 16.69       14 41.72
2014 Jul 30 12:00:00.0         140.26       0.116       51 31.69       14 41.92
2014 Jul 30 12:05:00.0         140.22       0.116       51 46.12       14 42.13
2014 Jul 30 12:10:00.0         140.17       0.116       51 59.95       14 42.34
2014 Jul 30 12:15:00.0         140.13       0.116       52 13.16       14 42.56
2014 Jul 30 12:20:00.0         140.09       0.116       52 25.73       14 42.77
2014 Jul 30 12:25:00.0         140.05       0.117       52 37.65       14 42.99
2014 Jul 30 12:30:00.0         140.00       0.117       52 48.91       14 43.21
2014 Jul 30 12:35:00.0         139.96       0.117       52 59.48       14 43.43
2014 Jul 30 12:40:00.0         139.92       0.117       53 09.36       14 43.65
2014 Jul 30 12:45:00.0         139.88       0.118       53 18.52       14 43.88
2014 Jul 30 12:50:00.0         139.84       0.118       53 26.97       14 44.10
2014 Jul 30 12:55:00.0         139.80       0.118       53 34.68       14 44.33
2014 Jul 30 13:00:00.0         139.76       0.118       53 41.65       14 44.56
2014 Jul 30 13:05:00.0         139.72       0.119       53 47.86       14 44.79
2014 Jul 30 13:10:00.0         139.68       0.119       53 53.31       14 45.02
2014 Jul 30 13:15:00.0         139.64       0.119       53 57.99       14 45.25
2014 Jul 30 13:20:00.0         139.60       0.119       54 01.89       14 45.48
2014 Jul 30 13:25:00.0         139.56       0.119       54 05.01       14 45.71
2014 Jul 30 13:30:00.0         139.52       0.120       54 07.33       14 45.94
2014 Jul 30 13:35:00.0         139.48       0.120       54 08.87       14 46.18
2014 Jul 30 13:40:00.0         139.45       0.120       54 09.60       14 46.41
2014 Jul 30 13:45:00.0         139.41       0.120       54 09.54       14 46.64
2014 Jul 30 13:50:00.0         139.37       0.121       54 08.67       14 46.88
2014 Jul 30 13:55:00.0         139.33       0.121       54 06.99       14 47.11
2014 Jul 30 14:00:00.0         139.30       0.121       54 04.52       14 47.35
2014 Jul 30 14:05:00.0         139.26       0.121       54 01.23       14 47.58
2014 Jul 30 14:10:00.0         139.22       0.121       53 57.15       14 47.82
2014 Jul 30 14:15:00.0         139.19       0.122       53 52.26       14 48.05
2014 Jul 30 14:20:00.0         139.15       0.122       53 46.58       14 48.29
2014 Jul 30 14:25:00.0         139.12       0.122       53 40.10       14 48.52
2014 Jul 30 14:30:00.0         139.08       0.122       53 32.84       14 48.75
2014 Jul 30 14:35:00.0         139.04       0.122       53 24.79       14 48.98
2014 Jul 30 14:40:00.0         139.01       0.123       53 15.97       14 49.21
2014 Jul 30 14:45:00.0         138.98       0.123       53 06.38       14 49.44
2014 Jul 30 14:50:00.0         138.94       0.123       52 56.03       14 49.67
2014 Jul 30 14:55:00.0         138.91       0.123       52 44.92       14 49.90
2014 Jul 30 15:00:00.0         138.87       0.123       52 33.08       14 50.13
2014 Jul 30 15:05:00.0         138.84       0.124       52 20.51       14 50.35
2014 Jul 30 15:10:00.0         138.81       0.124       52 07.23       14 50.58
2014 Jul 30 15:15:00.0         138.77       0.124       51 53.24       14 50.80
2014 Jul 30 15:20:00.0         138.74       0.124       51 38.56       14 51.02
2014 Jul 30 15:25:00.0         138.71       0.124       51 23.21       14 51.24
2014 Jul 30 15:30:00.0         138.67       0.125       51 07.21       14 51.46
2014 Jul 30 15:35:00.0         138.64       0.125       50 50.56       14 51.68
2014 Jul 30 15:40:00.0         138.61       0.125       50 33.29       14 51.89
2014 Jul 30 15:45:00.0         138.58       0.125       50 15.43       14 52.10
2014 Jul 30 15:50:00.0         138.55       0.125       49 56.98       14 52.31
2014 Jul 30 15:55:00.0         138.52       0.125       49 37.97       14 52.52
2014 Jul 30 16:00:00.0         138.49       0.126       49 18.43       14 52.73
2014 Jul 30 16:05:00.0         138.45       0.126       48 58.37       14 52.93
2014 Jul 30 16:10:00.0         138.42       0.126       48 37.83       14 53.13
2014 Jul 30 16:15:00.0         138.39       0.126       48 16.82       14 53.33
2014 Jul 30 16:20:00.0         138.36       0.126       47 55.38       14 53.52
2014 Jul 30 16:25:00.0         138.33       0.126       47 33.54       14 53.72
2014 Jul 30 16:30:00.0         138.30       0.127       47 11.32       14 53.90
2014 Jul 30 16:35:00.0         138.28       0.127       46 48.76       14 54.09
2014 Jul 30 16:40:00.0         138.25       0.127       46 25.89       14 54.27
2014 Jul 30 16:45:00.0         138.22       0.127       46 02.74       14 54.46
2014 Jul 30 16:50:00.0         138.19       0.127       45 39.35       14 54.63
2014 Jul 30 16:55:00.0         138.16       0.127       45 15.75       14 54.81
2014 Jul 30 17:00:00.0         138.13       0.128       44 51.98       14 54.98
2014 Jul 30 17:05:00.0         138.10       0.128       44 28.08       14 55.14
2014 Jul 30 17:10:00.0         138.08       0.128       44 04.10       14 55.31
2014 Jul 30 17:15:00.0         138.05       0.128       43 40.06       14 55.47
2014 Jul 30 17:20:00.0         138.02       0.128       43 16.02       14 55.62
2014 Jul 30 17:25:00.0         137.99       0.128       42 52.02       14 55.78
2014 Jul 30 17:30:00.0         137.96       0.129       42 28.10       14 55.93
2014 Jul 30 17:35:00.0         137.94       0.129       42 04.32       14 56.07
2014 Jul 30 17:40:00.0         137.91       0.129       41 40.71       14 56.21
2014 Jul 30 17:45:00.0         137.88       0.129       41 17.33       14 56.35
2014 Jul 30 17:50:00.0         137.86       0.129       40 54.23       14 56.48
2014 Jul 30 17:55:00.0         137.83       0.129       40 31.45       14 56.61
2014 Jul 30 18:00:00.0         137.80       0.130       40 09.06       14 56.74
2014 Jul 30 18:05:00.0         137.78       0.130       39 47.10       14 56.86
2014 Jul 30 18:10:00.0         137.75       0.130       39 25.62       14 56.97
2014 Jul 30 18:15:00.0         137.73       0.130       39 04.68       14 57.09
2014 Jul 30 18:20:00.0         137.70       0.130       38 44.33       14 57.19
2014 Jul 30 18:25:00.0         137.67       0.130       38 24.63       14 57.30
2014 Jul 30 18:30:00.0         137.65       0.130       38 05.62       14 57.40
2014 Jul 30 18:35:00.0         137.62       0.131       37 47.37       14 57.49
2014 Jul 30 18:40:00.0         137.60       0.131       37 29.93       14 57.58
2014 Jul 30 18:45:00.0         137.57       0.131       37 13.34       14 57.67
2014 Jul 30 18:50:00.0         137.55       0.131       36 57.65       14 57.75
2014 Jul 30 18:55:00.0         137.52       0.131       36 42.93       14 57.82
2014 Jul 30 19:00:00.0         137.49       0.131       36 29.20       14 57.90
2014 Jul 30 19:05:00.0         137.47       0.132       36 16.53       14 57.96
2014 Jul 30 19:10:00.0         137.44       0.132       36 04.94       14 58.02
2014 Jul 30 19:15:00.0         137.42       0.132       35 54.48       14 58.08
2014 Jul 30 19:20:00.0         137.39       0.132       35 45.19       14 58.13
2014 Jul 30 19:25:00.0         137.37       0.132       35 37.10       14 58.18
2014 Jul 30 19:30:00.0         137.34       0.132       35 30.23       14 58.22
2014 Jul 30 19:35:00.0         137.32       0.132       35 24.62       14 58.26
2014 Jul 30 19:40:00.0         137.29       0.133       35 20.28       14 58.30
2014 Jul 30 19:45:00.0         137.27       0.133       35 17.23       14 58.32
2014 Jul 30 19:50:00.0         137.24       0.133       35 15.48       14 58.35
2014 Jul 30 19:55:00.0         137.22       0.133       35 15.04       14 58.37
2014 Jul 30 20:00:00.0         137.19       0.133       35 15.91       14 58.38
2014 Jul 30 20:05:00.0         137.17       0.133       35 18.09       14 58.39
2014 Jul 30 20:10:00.0         137.14       0.133       35 21.57       14 58.39
2014 Jul 30 20:15:00.0         137.12       0.134       35 26.34       14 58.39
2014 Jul 30 20:20:00.0         137.09       0.134       35 32.38       14 58.39
2014 Jul 30 20:25:00.0         137.07       0.134       35 39.67       14 58.38
2014 Jul 30 20:30:00.0         137.04       0.134       35 48.19       14 58.36
2014 Jul 30 20:35:00.0         137.02       0.134       35 57.90       14 58.34
2014 Jul 30 20:40:00.0         136.99       0.134       36 08.77       14 58.32
2014 Jul 30 20:45:00.0         136.97       0.135       36 20.76       14 58.29
2014 Jul 30 20:50:00.0         136.94       0.135       36 33.84       14 58.25
2014 Jul 30 20:55:00.0         136.92       0.135       36 47.96       14 58.21
2014 Jul 30 21:00:00.0         136.89       0.135       37 03.08       14 58.17
2014 Jul 30 21:05:00.0         136.87       0.135       37 19.15       14 58.12
2014 Jul 30 21:10:00.0         136.84       0.135       37 36.12       14 58.07
2014 Jul 30 21:15:00.0         136.82       0.135       37 53.94       14 58.01
2014 Jul 30 21:20:00.0         136.79       0.136       38 12.56       14 57.95
2014 Jul 30 21:25:00.0         136.77       0.136       38 31.92       14 57.88
2014 Jul 30 21:30:00.0         136.74       0.136       38 51.98       14 57.81
2014 Jul 30 21:35:00.0         136.71       0.136       39 12.67       14 57.74
2014 Jul 30 21:40:00.0         136.69       0.136       39 33.95       14 57.65
2014 Jul 30 21:45:00.0         136.66       0.136       39 55.76       14 57.57
2014 Jul 30 21:50:00.0         136.63       0.137       40 18.05       14 57.48
2014 Jul 30 21:55:00.0         136.61       0.137       40 40.76       14 57.39
2014 Jul 30 22:00:00.0         136.58       0.137       41 03.84       14 57.29
2014 Jul 30 22:05:00.0         136.55       0.137       41 27.24       14 57.19
2014 Jul 30 22:10:00.0         136.53       0.137       41 50.92       14 57.08
2014 Jul 30 22:15:00.0         136.50       0.137       42 14.81       14 56.97
2014 Jul 30 22:20:00.0         136.47       0.137       42 38.87       14 56.86
2014 Jul 30 22:25:00.0         136.45       0.138       43 03.06       14 56.74
2014 Jul 30 22:30:00.0         136.42       0.138       43 27.32       14 56.62
2014 Jul 30 22:35:00.0         136.39       0.138       43 51.61       14 56.50
2014 Jul 30 22:40:00.0         136.36       0.138       44 15.89       14 56.37
2014 Jul 30 22:45:00.0         136.33       0.138       44 40.11       14 56.24
2014 Jul 30 22:50:00.0         136.31       0.138       45 04.24       14 56.10
2014 Jul 30 22:55:00.0         136.28       0.139       45 28.22       14 55.96
2014 Jul 30 23:00:00.0         136.25       0.139       45 52.03       14 55.82
2014 Jul 30 23:05:00.0         136.22       0.139       46 15.61       14 55.67
2014 Jul 30 23:10:00.0         136.19       0.139       46 38.95       14 55.52
2014 Jul 30 23:15:00.0         136.16       0.139       47 02.00       14 55.37
2014 Jul 30 23:20:00.0         136.13       0.140       47 24.72       14 55.21
2014 Jul 30 23:25:00.0         136.10       0.140       47 47.10       14 55.05
2014 Jul 30 23:30:00.0         136.07       0.140       48 09.08       14 54.89
2014 Jul 30 23:35:00.0         136.04       0.140       48 30.65       14 54.73
2014 Jul 30 23:40:00.0         136.01       0.140       48 51.77       14 54.56
2014 Jul 30 23:45:00.0         135.98       0.140       49 12.41       14 54.39
2014 Jul 30 23:50:00.0         135.95       0.141       49 32.56       14 54.22
2014 Jul 30 23:55:00.0         135.92       0.141       49 52.18       14 54.04
2014 Jul 31 00:00:00.0         135.89       0.141       50 11.25       14 53.86
2014 Jul 31 00:05:00.0         135.86       0.141       50 29.74       14 53.68
2014 Jul 31 00:10:00.0         135.82       0.141       50 47.64       14 53.50
2014 Jul 31 00:15:00.0         135.79       0.142       51 04.92       14 53.32
2014 Jul 31 00:20:00.0         135.76       0.142       51 21.56       14 53.13
2014 Jul 31 00:25:00.0         135.73       0.142       51 37.55       14 52.94
2014 Jul 31 00:30:00.0         135.70       0.142       51 52.86       14 52.75
2014 Jul 31 00:35:00.0         135.66       0.142       52 07.48       14 52.56
2014 Jul 31 00:40:00.0         135.63       0.143       52 21.39       14 52.37
2014 Jul 31 00:45:00.0         135.60       0.143       52 34.58       14 52.17
2014 Jul 31 00:50:00.0         135.56       0.143       52 47.03       14 51.97
2014 Jul 31 00:55:00.0         135.53       0.143       52 58.73       14 51.78
2014 Jul 31 01:00:00.0         135.49       0.143       53 09.67       14 51.58
2014 Jul 31 01:05:00.0         135.46       0.144       53 19.84       14 51.38
2014 Jul 31 01:10:00.0         135.42       0.144       53 29.22       14 51.17
2014 Jul 31 01:15:00.0         135.39       0.144       53 37.81       14 50.97
2014 Jul 31 01:20:00.0         135.35       0.144       53 45.59       14 50.77
2014 Jul 31 01:25:00.0         135.32       0.144       53 52.57       14 50.56
2014 Jul 31 01:30:00.0         135.28       0.145       53 58.74       14 50.36
2014 Jul 31 01:35:00.0         135.25       0.145       54 04.08       14 50.15
2014 Jul 31 01:40:00.0         135.21       0.145       54 08.60       14 49.95
2014 Jul 31 01:45:00.0         135.17       0.145       54 12.28       14 49.74
2014 Jul 31 01:50:00.0         135.14       0.146       54 15.13       14 49.53
2014 Jul 31 01:55:00.0         135.10       0.146       54 17.15       14 49.33
2014 Jul 31 02:00:00.0         135.06       0.146       54 18.33       14 49.12
2014 Jul 31 02:05:00.0         135.02       0.146       54 18.67       14 48.91
2014 Jul 31 02:10:00.0         134.98       0.147       54 18.18       14 48.71
2014 Jul 31 02:15:00.0         134.95       0.147       54 16.85       14 48.50
2014 Jul 31 02:20:00.0         134.91       0.147       54 14.68       14 48.29
2014 Jul 31 02:25:00.0         134.87       0.147       54 11.68       14 48.09
2014 Jul 31 02:30:00.0         134.83       0.147       54 07.86       14 47.88
2014 Jul 31 02:35:00.0         134.79       0.148       54 03.21       14 47.68
2014 Jul 31 02:40:00.0         134.75       0.148       53 57.74       14 47.47
2014 Jul 31 02:45:00.0         134.71       0.148       53 51.46       14 47.27
2014 Jul 31 02:50:00.0         134.67       0.148       53 44.38       14 47.07
2014 Jul 31 02:55:00.0         134.63       0.149       53 36.50       14 46.87
2014 Jul 31 03:00:00.0         134.59       0.149       53 27.83       14 46.67
2014 Jul 31 03:05:00.0         134.55       0.149       53 18.38       14 46.47
2014 Jul 31 03:10:00.0         134.51       0.150       53 08.16       14 46.27
2014 Jul 31 03:15:00.0         134.47       0.150       52 57.18       14 46.08
2014 Jul 31 03:20:00.0         134.42       0.150       52 45.46       14 45.88
2014 Jul 31 03:25:00.0         134.38       0.150       52 33.01       14 45.69
2014 Jul 31 03:30:00.0         134.34       0.151       52 19.84       14 45.50
2014 Jul 31 03:35:00.0         134.30       0.151       52 05.96       14 45.31
2014 Jul 31 03:40:00.0         134.25       0.151       51 51.40       14 45.12
2014 Jul 31 03:45:00.0         134.21       0.151       51 36.16       14 44.93
2014 Jul 31 03:50:00.0         134.17       0.152       51 20.27       14 44.75
2014 Jul 31 03:55:00.0         134.12       0.152       51 03.75       14 44.57
2014 Jul 31 04:00:00.0         134.08       0.152       50 46.60       14 44.39
2014 Jul 31 04:05:00.0         134.04       0.152       50 28.87       14 44.21
2014 Jul 31 04:10:00.0         133.99       0.153       50 10.55       14 44.04
2014 Jul 31 04:15:00.0         133.95       0.153       49 51.69       14 43.87
2014 Jul 31 04:20:00.0         133.90       0.153       49 32.29       14 43.70
2014 Jul 31 04:25:00.0         133.86       0.154       49 12.39       14 43.53
2014 Jul 31 04:30:00.0         133.81       0.154       48 52.00       14 43.36
2014 Jul 31 04:35:00.0         133.77       0.154       48 31.17       14 43.20
2014 Jul 31 04:40:00.0         133.72       0.154       48 09.90       14 43.04
2014 Jul 31 04:45:00.0         133.68       0.155       47 48.24       14 42.89
2014 Jul 31 04:50:00.0         133.63       0.155       47 26.21       14 42.73
2014 Jul 31 04:55:00.0         133.58       0.155       47 03.84       14 42.58
2014 Jul 31 05:00:00.0         133.54       0.156       46 41.16       14 42.44
2014 Jul 31 05:05:00.0         133.49       0.156       46 18.21       14 42.29
2014 Jul 31 05:10:00.0         133.44       0.156       45 55.01       14 42.15
2014 Jul 31 05:15:00.0         133.40       0.156       45 31.61       14 42.02
2014 Jul 31 05:20:00.0         133.35       0.157       45 08.04       14 41.88
2014 Jul 31 05:25:00.0         133.30       0.157       44 44.34       14 41.75
2014 Jul 31 05:30:00.0         133.25       0.157       44 20.54       14 41.63
2014 Jul 31 05:35:00.0         133.21       0.158       43 56.69       14 41.50
2014 Jul 31 05:40:00.0         133.16       0.158       43 32.82       14 41.38
2014 Jul 31 05:45:00.0         133.11       0.158       43 08.98       14 41.27
2014 Jul 31 05:50:00.0         133.06       0.159       42 45.21       14 41.15
2014 Jul 31 05:55:00.0         133.01       0.159       42 21.55       14 41.05
2014 Jul 31 06:00:00.0         132.97       0.159       41 58.05       14 40.94
2014 Jul 31 06:05:00.0         132.92       0.160       41 34.75       14 40.84
2014 Jul 31 06:10:00.0         132.87       0.160       41 11.70       14 40.74
2014 Jul 31 06:15:00.0         132.82       0.160       40 48.95       14 40.65
2014 Jul 31 06:20:00.0         132.77       0.160       40 26.55       14 40.56
2014 Jul 31 06:25:00.0         132.72       0.161       40 04.54       14 40.48
2014 Jul 31 06:30:00.0         132.67       0.161       39 42.98       14 40.40
2014 Jul 31 06:35:00.0         132.62       0.161       39 21.91       14 40.32
2014 Jul 31 06:40:00.0         132.57       0.162       39 01.38       14 40.25
2014 Jul 31 06:45:00.0         132.52       0.162       38 41.45       14 40.18
2014 Jul 31 06:50:00.0         132.47       0.162       38 22.17       14 40.12
2014 Jul 31 06:55:00.0         132.42       0.163       38 03.58       14 40.06
2014 Jul 31 07:00:00.0         132.37       0.163       37 45.73       14 40.01
2014 Jul 31 07:05:00.0         132.32       0.163       37 28.68       14 39.95
2014 Jul 31 07:10:00.0         132.27       0.164       37 12.47       14 39.91
2014 Jul 31 07:15:00.0         132.22       0.164       36 57.14       14 39.87
2014 Jul 31 07:20:00.0         132.17       0.164       36 42.75       14 39.83
2014 Jul 31 07:25:00.0         132.12       0.165       36 29.33       14 39.80
2014 Jul 31 07:30:00.0         132.07       0.165       36 16.93       14 39.77
2014 Jul 31 07:35:00.0         132.02       0.165       36 05.59       14 39.74
2014 Jul 31 07:40:00.0         131.97       0.166       35 55.34       14 39.73
2014 Jul 31 07:45:00.0         131.92       0.166       35 46.21       14 39.71
2014 Jul 31 07:50:00.0         131.87       0.166       35 38.24       14 39.70
2014 Jul 31 07:55:00.0         131.82       0.167       35 31.45       14 39.70
2014 Jul 31 08:00:00.0         131.77       0.167       35 25.87       14 39.69
2014 Jul 31 08:05:00.0         131.72       0.167       35 21.51       14 39.70
2014 Jul 31 08:10:00.0         131.67       0.168       35 18.39       14 39.71
2014 Jul 31 08:15:00.0         131.62       0.168       35 16.52       14 39.72
2014 Jul 31 08:20:00.0         131.56       0.168       35 15.91       14 39.74
2014 Jul 31 08:25:00.0         131.51       0.169       35 16.56       14 39.76
2014 Jul 31 08:30:00.0         131.46       0.169       35 18.46       14 39.78
2014 Jul 31 08:35:00.0         131.41       0.169       35 21.61       14 39.82
2014 Jul 31 08:40:00.0         131.36       0.170       35 26.00       14 39.85
2014 Jul 31 08:45:00.0         131.31       0.170       35 31.62       14 39.89
2014 Jul 31 08:50:00.0         131.26       0.170       35 38.44       14 39.94
2014 Jul 31 08:55:00.0         131.21       0.171       35 46.44       14 39.99
2014 Jul 31 09:00:00.0         131.16       0.171       35 55.60       14 40.04
2014 Jul 31 09:05:00.0         131.11       0.171       36 05.88       14 40.10
2014 Jul 31 09:10:00.0         131.06       0.172       36 17.25       14 40.16
2014 Jul 31 09:15:00.0         131.01       0.172       36 29.68       14 40.23
2014 Jul 31 09:20:00.0         130.96       0.172       36 43.12       14 40.30
2014 Jul 31 09:25:00.0         130.91       0.173       36 57.54       14 40.38
2014 Jul 31 09:30:00.0         130.86       0.173       37 12.89       14 40.46
2014 Jul 31 09:35:00.0         130.81       0.173       37 29.12       14 40.54
2014 Jul 31 09:40:00.0         130.75       0.174       37 46.20       14 40.63
2014 Jul 31 09:45:00.0         130.70       0.174       38 04.07       14 40.73
2014 Jul 31 09:50:00.0         130.65       0.174       38 22.68       14 40.83
2014 Jul 31 09:55:00.0         130.60       0.175       38 41.98       14 40.93
2014 Jul 31 10:00:00.0         130.55       0.175       39 01.93       14 41.04
2014 Jul 31 10:05:00.0         130.51       0.175       39 22.47       14 41.15
2014 Jul 31 10:10:00.0         130.46       0.176       39 43.56       14 41.26
2014 Jul 31 10:15:00.0         130.41       0.176       40 05.14       14 41.38
2014 Jul 31 10:20:00.0         130.36       0.176       40 27.16       14 41.51
2014 Jul 31 10:25:00.0         130.31       0.177       40 49.58       14 41.63
2014 Jul 31 10:30:00.0         130.26       0.177       41 12.35       14 41.77
2014 Jul 31 10:35:00.0         130.21       0.177       41 35.41       14 41.90
2014 Jul 31 10:40:00.0         130.16       0.178       41 58.73       14 42.04
2014 Jul 31 10:45:00.0         130.11       0.178       42 22.25       14 42.18
2014 Jul 31 10:50:00.0         130.06       0.178       42 45.93       14 42.33
2014 Jul 31 10:55:00.0         130.01       0.179       43 09.72       14 42.48
2014 Jul 31 11:00:00.0         129.97       0.179       43 33.59       14 42.64
2014 Jul 31 11:05:00.0         129.92       0.179       43 57.49       14 42.80
2014 Jul 31 11:10:00.0         129.87       0.179       44 21.37       14 42.96
2014 Jul 31 11:15:00.0         129.82       0.180       44 45.21       14 43.12
2014 Jul 31 11:20:00.0         129.77       0.180       45 08.95       14 43.29
2014 Jul 31 11:25:00.0         129.73       0.180       45 32.56       14 43.47
2014 Jul 31 11:30:00.0         129.68       0.181       45 56.01       14 43.64
2014 Jul 31 11:35:00.0         129.63       0.181       46 19.26       14 43.82
2014 Jul 31 11:40:00.0         129.59       0.181       46 42.27       14 44.00
2014 Jul 31 11:45:00.0         129.54       0.182       47 05.01       14 44.19
2014 Jul 31 11:50:00.0         129.49       0.182       47 27.45       14 44.38
2014 Jul 31 11:55:00.0         129.45       0.182       47 49.56       14 44.57
2014 Jul 31 12:00:00.0         129.40       0.183       48 11.30       14 44.76
2014 Jul 31 12:05:00.0         129.35       0.183       48 32.66       14 44.96
2014 Jul 31 12:10:00.0         129.31       0.183       48 53.60       14 45.16
2014 Jul 31 12:15:00.0         129.26       0.184       49 14.09       14 45.37
2014 Jul 31 12:20:00.0         129.22       0.184       49 34.11       14 45.57
2014 Jul 31 12:25:00.0         129.17       0.184       49 53.63       14 45.78
2014 Jul 31 12:30:00.0         129.13       0.184       50 12.64       14 45.99
2014 Jul 31 12:35:00.0         129.08       0.185       50 31.10       14 46.20
2014 Jul 31 12:40:00.0         129.04       0.185       50 49.00       14 46.42
2014 Jul 31 12:45:00.0         128.99       0.185       51 06.31       14 46.64
2014 Jul 31 12:50:00.0         128.95       0.186       51 23.02       14 46.86
2014 Jul 31 12:55:00.0         128.91       0.186       51 39.11       14 47.08
2014 Jul 31 13:00:00.0         128.86       0.186       51 54.56       14 47.30
2014 Jul 31 13:05:00.0         128.82       0.187       52 09.35       14 47.53
2014 Jul 31 13:10:00.0         128.78       0.187       52 23.47       14 47.76
2014 Jul 31 13:15:00.0         128.74       0.187       52 36.90       14 47.99
2014 Jul 31 13:20:00.0         128.69       0.187       52 49.63       14 48.22
2014 Jul 31 13:25:00.0         128.65       0.188       53 01.65       14 48.45
2014 Jul 31 13:30:00.0         128.61       0.188       53 12.94       14 48.68
2014 Jul 31 13:35:00.0         128.57       0.188       53 23.49       14 48.92
2014 Jul 31 13:40:00.0         128.53       0.189       53 33.29       14 49.16
2014 Jul 31 13:45:00.0         128.48       0.189       53 42.33       14 49.39
2014 Jul 31 13:50:00.0         128.44       0.189       53 50.61       14 49.63
2014 Jul 31 13:55:00.0         128.40       0.189       53 58.11       14 49.87
2014 Jul 31 14:00:00.0         128.36       0.190       54 04.83       14 50.11
2014 Jul 31 14:05:00.0         128.32       0.190       54 10.76       14 50.36
2014 Jul 31 14:10:00.0         128.28       0.190       54 15.90       14 50.60
2014 Jul 31 14:15:00.0         128.24       0.190       54 20.24       14 50.84
2014 Jul 31 14:20:00.0         128.20       0.191       54 23.78       14 51.08
2014 Jul 31 14:25:00.0         128.17       0.191       54 26.52       14 51.33
2014 Jul 31 14:30:00.0         128.13       0.191       54 28.45       14 51.57
2014 Jul 31 14:35:00.0         128.09       0.192       54 29.57       14 51.82
2014 Jul 31 14:40:00.0         128.05       0.192       54 29.89       14 52.06
2014 Jul 31 14:45:00.0         128.01       0.192       54 29.40       14 52.30
2014 Jul 31 14:50:00.0         127.98       0.192       54 28.11       14 52.55
2014 Jul 31 14:55:00.0         127.94       0.193       54 26.02       14 52.79
2014 Jul 31 15:00:00.0         127.90       0.193       54 23.13       14 53.04
2014 Jul 31 15:05:00.0         127.86       0.193       54 19.45       14 53.28
2014 Jul 31 15:10:00.0         127.83       0.193       54 14.98       14 53.52
2014 Jul 31 15:15:00.0         127.79       0.194       54 09.72       14 53.76
2014 Jul 31 15:20:00.0         127.76       0.194       54 03.69       14 54.00
2014 Jul 31 15:25:00.0         127.72       0.194       53 56.90       14 54.24
2014 Jul 31 15:30:00.0         127.68       0.194       53 49.34       14 54.48
2014 Jul 31 15:35:00.0         127.65       0.195       53 41.03       14 54.72
2014 Jul 31 15:40:00.0         127.61       0.195       53 31.99       14 54.96
2014 Jul 31 15:45:00.0         127.58       0.195       53 22.22       14 55.20
2014 Jul 31 15:50:00.0         127.54       0.195       53 11.74       14 55.43
2014 Jul 31 15:55:00.0         127.51       0.196       53 00.55       14 55.66
2014 Jul 31 16:00:00.0         127.48       0.196       52 48.68       14 55.90
2014 Jul 31 16:05:00.0         127.44       0.196       52 36.14       14 56.13
2014 Jul 31 16:10:00.0         127.41       0.196       52 22.94       14 56.35
2014 Jul 31 16:15:00.0         127.38       0.196       52 09.11       14 56.58
2014 Jul 31 16:20:00.0         127.34       0.197       51 54.66       14 56.81
2014 Jul 31 16:25:00.0         127.31       0.197       51 39.61       14 57.03
