                                    Sun                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                         Cherry Springs State Park                        
              Location:  W 77°48'45.0", N41°39'52.6",   710m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 AU
2014 Jul 27 21:55:00.0      62.18588       271.42415       1.015481678
2014 Jul 27 22:00:00.0      63.11973       272.23899       1.015481926
2014 Jul 27 22:05:00.0      64.05305       273.04788       1.015482179
2014 Jul 27 22:10:00.0      64.98568       273.85139       1.015482436
2014 Jul 27 22:15:00.0      65.91743       274.65007       1.015482698
2014 Jul 27 22:20:00.0      66.84813       275.44445       1.015482963
2014 Jul 27 22:25:00.0      67.77761       276.23504       1.015483231
2014 Jul 27 22:30:00.0      68.70569       277.02232       1.015483503
2014 Jul 27 22:35:00.0      69.63220       277.80679       1.015483778
2014 Jul 27 22:40:00.0      70.55699       278.58889       1.015484056
2014 Jul 27 22:45:00.0      71.47987       279.36908       1.015484335
2014 Jul 27 22:50:00.0      72.40068       280.14780       1.015484617
2014 Jul 27 22:55:00.0      73.31927       280.92547       1.015484900
2014 Jul 27 23:00:00.0      74.23545       281.70250       1.015485185
2014 Jul 27 23:05:00.0      75.14907       282.47931       1.015485471
2014 Jul 27 23:10:00.0      76.05995       283.25627       1.015485757
2014 Jul 27 23:15:00.0      76.96793       284.03379       1.015486044
2014 Jul 27 23:20:00.0      77.87283       284.81224       1.015486331
2014 Jul 27 23:25:00.0      78.77450       285.59199       1.015486618
2014 Jul 27 23:30:00.0      79.67274       286.37341       1.015486904
2014 Jul 27 23:35:00.0      80.56739       287.15686       1.015487190
2014 Jul 27 23:40:00.0      81.45828       287.94270       1.015487474
2014 Jul 27 23:45:00.0      82.34521       288.73127       1.015487757
2014 Jul 27 23:50:00.0      83.22801       289.52292       1.015488038
2014 Jul 27 23:55:00.0      84.10649       290.31798       1.015488317
2014 Jul 28 00:00:00.0      84.98046       291.11681       1.015488594
2014 Jul 28 00:05:00.0      85.84974       291.91973       1.015488868
2014 Jul 28 00:10:00.0      86.71412       292.72707       1.015489139
2014 Jul 28 00:15:00.0      87.57340       293.53916       1.015489407
2014 Jul 28 00:20:00.0      88.42739       294.35632       1.015489671
2014 Jul 28 00:25:00.0      89.27586       295.17888       1.015489931
2014 Jul 28 00:30:00.0      90.11862       296.00715       1.015490187
2014 Jul 28 00:35:00.0      90.95544       296.84145       1.015490439
2014 Jul 28 00:40:00.0      91.78610       297.68210       1.015490685
2014 Jul 28 00:45:00.0      92.61038       298.52940       1.015490927
2014 Jul 28 00:50:00.0      93.42803       299.38366       1.015491163
2014 Jul 28 00:55:00.0      94.23883       300.24519       1.015491393
2014 Jul 28 01:00:00.0      95.04253       301.11430       1.015491618
2014 Jul 28 01:05:00.0      95.83888       301.99127       1.015491836
2014 Jul 28 01:10:00.0      96.62763       302.87640       1.015492048
2014 Jul 28 01:15:00.0      97.40851       303.76999       1.015492253
2014 Jul 28 01:20:00.0      98.18126       304.67232       1.015492451
2014 Jul 28 01:25:00.0      98.94561       305.58368       1.015492641
2014 Jul 28 01:30:00.0      99.70128       306.50434       1.015492824
2014 Jul 28 01:35:00.0     100.44798       307.43457       1.015492999
2014 Jul 28 01:40:00.0     101.18541       308.37464       1.015493166
2014 Jul 28 01:45:00.0     101.91329       309.32481       1.015493324
2014 Jul 28 01:50:00.0     102.63131       310.28532       1.015493474
2014 Jul 28 01:55:00.0     103.33916       311.25642       1.015493615
2014 Jul 28 02:00:00.0     104.03651       312.23833       1.015493746
2014 Jul 28 02:05:00.0     104.72305       313.23128       1.015493869
2014 Jul 28 02:10:00.0     105.39845       314.23548       1.015493981
2014 Jul 28 02:15:00.0     106.06237       315.25113       1.015494084
2014 Jul 28 02:20:00.0     106.71448       316.27840       1.015494177
2014 Jul 28 02:25:00.0     107.35441       317.31747       1.015494259
2014 Jul 28 02:30:00.0     107.98184       318.36849       1.015494331
2014 Jul 28 02:35:00.0     108.59639       319.43159       1.015494392
2014 Jul 28 02:40:00.0     109.19771       320.50689       1.015494442
2014 Jul 28 02:45:00.0     109.78543       321.59448       1.015494481
2014 Jul 28 02:50:00.0     110.35919       322.69444       1.015494509
2014 Jul 28 02:55:00.0     110.91861       323.80682       1.015494525
2014 Jul 28 03:00:00.0     111.46333       324.93165       1.015494529
2014 Jul 28 03:05:00.0     111.99296       326.06892       1.015494522
2014 Jul 28 03:10:00.0     112.50713       327.21860       1.015494502
2014 Jul 28 03:15:00.0     113.00548       328.38065       1.015494470
2014 Jul 28 03:20:00.0     113.48761       329.55498       1.015494426
2014 Jul 28 03:25:00.0     113.95316       330.74147       1.015494369
2014 Jul 28 03:30:00.0     114.40176       331.93997       1.015494300
2014 Jul 28 03:35:00.0     114.83305       333.15029       1.015494217
2014 Jul 28 03:40:00.0     115.24665       334.37223       1.015494122
2014 Jul 28 03:45:00.0     115.64222       335.60553       1.015494014
2014 Jul 28 03:50:00.0     116.01941       336.84989       1.015493892
2014 Jul 28 03:55:00.0     116.37787       338.10500       1.015493757
2014 Jul 28 04:00:00.0     116.71728       339.37050       1.015493608
2014 Jul 28 04:05:00.0     117.03731       340.64598       1.015493446
2014 Jul 28 04:10:00.0     117.33766       341.93102       1.015493270
2014 Jul 28 04:15:00.0     117.61803       343.22514       1.015493080
2014 Jul 28 04:20:00.0     117.87814       344.52784       1.015492876
2014 Jul 28 04:25:00.0     118.11773       345.83858       1.015492659
2014 Jul 28 04:30:00.0     118.33655       347.15679       1.015492427
2014 Jul 28 04:35:00.0     118.53438       348.48188       1.015492181
2014 Jul 28 04:40:00.0     118.71099       349.81320       1.015491921
2014 Jul 28 04:45:00.0     118.86621       351.15010       1.015491647
2014 Jul 28 04:50:00.0     118.99986       352.49190       1.015491359
2014 Jul 28 04:55:00.0     119.11179       353.83790       1.015491056
2014 Jul 28 05:00:00.0     119.20189       355.18737       1.015490739
2014 Jul 28 05:05:00.0     119.27005       356.53957       1.015490407
2014 Jul 28 05:10:00.0     119.31620       357.89376       1.015490062
2014 Jul 28 05:15:00.0     119.34028       359.24918       1.015489701
2014 Jul 28 05:20:00.0     119.34228         0.60505       1.015489327
2014 Jul 28 05:25:00.0     119.32217         1.96062       1.015488937
2014 Jul 28 05:30:00.0     119.28000         3.31511       1.015488534
2014 Jul 28 05:35:00.0     119.21580         4.66777       1.015488116
2014 Jul 28 05:40:00.0     119.12965         6.01784       1.015487683
2014 Jul 28 05:45:00.0     119.02164         7.36458       1.015487237
2014 Jul 28 05:50:00.0     118.89189         8.70726       1.015486776
2014 Jul 28 05:55:00.0     118.74055        10.04519       1.015486300
2014 Jul 28 06:00:00.0     118.56779        11.37767       1.015485811
2014 Jul 28 06:05:00.0     118.37377        12.70404       1.015485307
2014 Jul 28 06:10:00.0     118.15873        14.02367       1.015484789
2014 Jul 28 06:15:00.0     117.92287        15.33595       1.015484257
2014 Jul 28 06:20:00.0     117.66644        16.64030       1.015483711
2014 Jul 28 06:25:00.0     117.38971        17.93618       1.015483151
2014 Jul 28 06:30:00.0     117.09295        19.22307       1.015482578
2014 Jul 28 06:35:00.0     116.77646        20.50051       1.015481990
2014 Jul 28 06:40:00.0     116.44053        21.76806       1.015481389
2014 Jul 28 06:45:00.0     116.08550        23.02530       1.015480775
2014 Jul 28 06:50:00.0     115.71168        24.27188       1.015480147
2014 Jul 28 06:55:00.0     115.31942        25.50745       1.015479506
2014 Jul 28 07:00:00.0     114.90906        26.73174       1.015478852
2014 Jul 28 07:05:00.0     114.48096        27.94447       1.015478184
2014 Jul 28 07:10:00.0     114.03549        29.14542       1.015477504
2014 Jul 28 07:15:00.0     113.57299        30.33441       1.015476811
2014 Jul 28 07:20:00.0     113.09385        31.51128       1.015476105
2014 Jul 28 07:25:00.0     112.59844        32.67591       1.015475387
2014 Jul 28 07:30:00.0     112.08713        33.82821       1.015474657
2014 Jul 28 07:35:00.0     111.56030        34.96812       1.015473915
2014 Jul 28 07:40:00.0     111.01832        36.09560       1.015473160
2014 Jul 28 07:45:00.0     110.46157        37.21065       1.015472394
2014 Jul 28 07:50:00.0     109.89043        38.31329       1.015471617
2014 Jul 28 07:55:00.0     109.30525        39.40358       1.015470828
2014 Jul 28 08:00:00.0     108.70642        40.48158       1.015470027
2014 Jul 28 08:05:00.0     108.09429        41.54738       1.015469216
2014 Jul 28 08:10:00.0     107.46923        42.60109       1.015468394
2014 Jul 28 08:15:00.0     106.83159        43.64285       1.015467562
2014 Jul 28 08:20:00.0     106.18173        44.67281       1.015466719
2014 Jul 28 08:25:00.0     105.52000        45.69113       1.015465866
2014 Jul 28 08:30:00.0     104.84673        46.69799       1.015465003
2014 Jul 28 08:35:00.0     104.16227        47.69359       1.015464130
2014 Jul 28 08:40:00.0     103.46693        48.67814       1.015463248
2014 Jul 28 08:45:00.0     102.76106        49.65185       1.015462357
2014 Jul 28 08:50:00.0     102.04496        50.61495       1.015461457
2014 Jul 28 08:55:00.0     101.31895        51.56769       1.015460548
2014 Jul 28 09:00:00.0     100.58333        52.51032       1.015459631
2014 Jul 28 09:05:00.0      99.83841        53.44308       1.015458705
2014 Jul 28 09:10:00.0      99.08447        54.36626       1.015457772
2014 Jul 28 09:15:00.0      98.32180        55.28010       1.015456830
2014 Jul 28 09:20:00.0      97.55069        56.18490       1.015455882
2014 Jul 28 09:25:00.0      96.77141        57.08093       1.015454926
2014 Jul 28 09:30:00.0      95.98422        57.96849       1.015453964
2014 Jul 28 09:35:00.0      95.18939        58.84786       1.015452995
2014 Jul 28 09:40:00.0      94.38717        59.71933       1.015452019
2014 Jul 28 09:45:00.0      93.57782        60.58321       1.015451038
2014 Jul 28 09:50:00.0      92.76158        61.43981       1.015450051
2014 Jul 28 09:55:00.0      91.93868        62.28941       1.015449058
2014 Jul 28 10:00:00.0      91.10937        63.13234       1.015448060
2014 Jul 28 10:05:00.0      90.27386        63.96890       1.015447058
2014 Jul 28 10:10:00.0      89.43239        64.79942       1.015446050
2014 Jul 28 10:15:00.0      88.58517        65.62419       1.015445039
2014 Jul 28 10:20:00.0      87.73242        66.44356       1.015444024
2014 Jul 28 10:25:00.0      86.87434        67.25783       1.015443005
2014 Jul 28 10:30:00.0      86.01115        68.06733       1.015441982
2014 Jul 28 10:35:00.0      85.14303        68.87239       1.015440957
2014 Jul 28 10:40:00.0      84.27019        69.67335       1.015439929
2014 Jul 28 10:45:00.0      83.39283        70.47052       1.015438898
2014 Jul 28 10:50:00.0      82.51112        71.26427       1.015437865
2014 Jul 28 10:55:00.0      81.62527        72.05492       1.015436831
2014 Jul 28 11:00:00.0      80.73545        72.84282       1.015435795
2014 Jul 28 11:05:00.0      79.84184        73.62832       1.015434757
2014 Jul 28 11:10:00.0      78.94463        74.41178       1.015433719
2014 Jul 28 11:15:00.0      78.04398        75.19355       1.015432681
2014 Jul 28 11:20:00.0      77.14008        75.97402       1.015431642
2014 Jul 28 11:25:00.0      76.23310        76.75354       1.015430603
2014 Jul 28 11:30:00.0      75.32320        77.53249       1.015429564
2014 Jul 28 11:35:00.0      74.41056        78.31128       1.015428526
2014 Jul 28 11:40:00.0      73.49534        79.09028       1.015427490
2014 Jul 28 11:45:00.0      72.57772        79.86991       1.015426454
2014 Jul 28 11:50:00.0      71.65786        80.65058       1.015425420
2014 Jul 28 11:55:00.0      70.73592        81.43272       1.015424388
2014 Jul 28 12:00:00.0      69.81209        82.21676       1.015423359
2014 Jul 28 12:05:00.0      68.88652        83.00315       1.015422332
2014 Jul 28 12:10:00.0      67.95938        83.79236       1.015421307
2014 Jul 28 12:15:00.0      67.03085        84.58486       1.015420286
2014 Jul 28 12:20:00.0      66.10110        85.38114       1.015419269
2014 Jul 28 12:25:00.0      65.17029        86.18172       1.015418255
2014 Jul 28 12:30:00.0      64.23861        86.98712       1.015417245
2014 Jul 28 12:35:00.0      63.30625        87.79789       1.015416240
2014 Jul 28 12:40:00.0      62.37337        88.61460       1.015415239
2014 Jul 28 12:45:00.0      61.44016        89.43784       1.015414243
2014 Jul 28 12:50:00.0      60.50683        90.26823       1.015413253
2014 Jul 28 12:55:00.0      59.57355        91.10641       1.015412268
2014 Jul 28 13:00:00.0      58.64055        91.95306       1.015411289
2014 Jul 28 13:05:00.0      57.70801        92.80889       1.015410316
2014 Jul 28 13:10:00.0      56.77617        93.67461       1.015409349
2014 Jul 28 13:15:00.0      55.84523        94.55102       1.015408390
2014 Jul 28 13:20:00.0      54.91544        95.43892       1.015407437
2014 Jul 28 13:25:00.0      53.98703        96.33917       1.015406491
2014 Jul 28 13:30:00.0      53.06025        97.25265       1.015405553
2014 Jul 28 13:35:00.0      52.13537        98.18032       1.015404622
2014 Jul 28 13:40:00.0      51.21266        99.12316       1.015403700
2014 Jul 28 13:45:00.0      50.29241       100.08224       1.015402786
2014 Jul 28 13:50:00.0      49.37493       101.05866       1.015401880
2014 Jul 28 13:55:00.0      48.46053       102.05358       1.015400983
2014 Jul 28 14:00:00.0      47.54955       103.06825       1.015400096
2014 Jul 28 14:05:00.0      46.64235       104.10398       1.015399217
2014 Jul 28 14:10:00.0      45.73932       105.16214       1.015398348
2014 Jul 28 14:15:00.0      44.84085       106.24422       1.015397489
2014 Jul 28 14:20:00.0      43.94738       107.35174       1.015396639
2014 Jul 28 14:25:00.0      43.05936       108.48637       1.015395800
2014 Jul 28 14:30:00.0      42.17729       109.64983       1.015394972
2014 Jul 28 14:35:00.0      41.30168       110.84395       1.015394153
2014 Jul 28 14:40:00.0      40.43310       112.07069       1.015393346
2014 Jul 28 14:45:00.0      39.57215       113.33209       1.015392550
2014 Jul 28 14:50:00.0      38.71946       114.63030       1.015391765
2014 Jul 28 14:55:00.0      37.87573       115.96760       1.015390991
2014 Jul 28 15:00:00.0      37.04171       117.34638       1.015390229
2014 Jul 28 15:05:00.0      36.21817       118.76915       1.015389479
2014 Jul 28 15:10:00.0      35.40600       120.23851       1.015388741
2014 Jul 28 15:15:00.0      34.60609       121.75718       1.015388014
2014 Jul 28 15:20:00.0      33.81945       123.32798       1.015387300
2014 Jul 28 15:25:00.0      33.04712       124.95381       1.015386599
2014 Jul 28 15:30:00.0      32.29027       126.63763       1.015385910
2014 Jul 28 15:35:00.0      31.55010       128.38244       1.015385234
2014 Jul 28 15:40:00.0      30.82792       130.19124       1.015384571
2014 Jul 28 15:45:00.0      30.12513       132.06699       1.015383920
2014 Jul 28 15:50:00.0      29.44322       134.01259       1.015383283
2014 Jul 28 15:55:00.0      28.78376       136.03074       1.015382659
2014 Jul 28 16:00:00.0      28.14844       138.12396       1.015382049
2014 Jul 28 16:05:00.0      27.53900       140.29443       1.015381452
2014 Jul 28 16:10:00.0      26.95728       142.54391       1.015380868
2014 Jul 28 16:15:00.0      26.40521       144.87364       1.015380298
2014 Jul 28 16:20:00.0      25.88474       147.28420       1.015379742
2014 Jul 28 16:25:00.0      25.39790       149.77542       1.015379200
2014 Jul 28 16:30:00.0      24.94671       152.34617       1.015378672
2014 Jul 28 16:35:00.0      24.53321       154.99434       1.015378158
2014 Jul 28 16:40:00.0      24.15939       157.71666       1.015377657
2014 Jul 28 16:45:00.0      23.82717       160.50861       1.015377171
2014 Jul 28 16:50:00.0      23.53834       163.36445       1.015376699
2014 Jul 28 16:55:00.0      23.29457       166.27711       1.015376242
2014 Jul 28 17:00:00.0      23.09731       169.23835       1.015375798
2014 Jul 28 17:05:00.0      22.94779       172.23877       1.015375369
2014 Jul 28 17:10:00.0      22.84697       175.26803       1.015374954
2014 Jul 28 17:15:00.0      22.79550       178.31509       1.015374553
2014 Jul 28 17:20:00.0      22.79373       181.36842       1.015374167
2014 Jul 28 17:25:00.0      22.84168       184.41634       1.015373794
2014 Jul 28 17:30:00.0      22.93901       187.44730       1.015373437
2014 Jul 28 17:35:00.0      23.08511       190.45020       1.015373093
2014 Jul 28 17:40:00.0      23.27903       193.41465       1.015372764
2014 Jul 28 17:45:00.0      23.51957       196.33119       1.015372449
2014 Jul 28 17:50:00.0      23.80528       199.19145       1.015372148
2014 Jul 28 17:55:00.0      24.13453       201.98831       1.015371861
2014 Jul 28 18:00:00.0      24.50552       204.71590       1.015371589
2014 Jul 28 18:05:00.0      24.91634       207.36964       1.015371330
2014 Jul 28 18:10:00.0      25.36501       209.94615       1.015371086
2014 Jul 28 18:15:00.0      25.84950       212.44323       1.015370855
2014 Jul 28 18:20:00.0      26.36777       214.85971       1.015370638
2014 Jul 28 18:25:00.0      26.91781       217.19532       1.015370435
2014 Jul 28 18:30:00.0      27.49765       219.45061       1.015370246
2014 Jul 28 18:35:00.0      28.10536       221.62676       1.015370070
2014 Jul 28 18:40:00.0      28.73911       223.72551       1.015369908
2014 Jul 28 18:45:00.0      29.39713       225.74901       1.015369759
2014 Jul 28 18:50:00.0      30.07774       227.69974       1.015369624
2014 Jul 28 18:55:00.0      30.77935       229.58042       1.015369501
2014 Jul 28 19:00:00.0      31.50048       231.39391       1.015369392
2014 Jul 28 19:05:00.0      32.23972       233.14318       1.015369296
2014 Jul 28 19:10:00.0      32.99575       234.83123       1.015369212
2014 Jul 28 19:15:00.0      33.76735       236.46106       1.015369141
2014 Jul 28 19:20:00.0      34.55337       238.03563       1.015369082
2014 Jul 28 19:25:00.0      35.35274       239.55785       1.015369036
2014 Jul 28 19:30:00.0      36.16448       241.03054       1.015369002
2014 Jul 28 19:35:00.0      36.98765       242.45642       1.015368980
2014 Jul 28 19:40:00.0      37.82139       243.83812       1.015368969
2014 Jul 28 19:45:00.0      38.66491       245.17816       1.015368971
2014 Jul 28 19:50:00.0      39.51746       246.47891       1.015368984
2014 Jul 28 19:55:00.0      40.37834       247.74268       1.015369007
2014 Jul 28 20:00:00.0      41.24691       248.97162       1.015369043
2014 Jul 28 20:05:00.0      42.12258       250.16779       1.015369088
2014 Jul 28 20:10:00.0      43.00476       251.33314       1.015369145
2014 Jul 28 20:15:00.0      43.89295       252.46952       1.015369212
2014 Jul 28 20:20:00.0      44.78664       253.57866       1.015369289
2014 Jul 28 20:25:00.0      45.68539       254.66222       1.015369376
2014 Jul 28 20:30:00.0      46.58875       255.72174       1.015369473
2014 Jul 28 20:35:00.0      47.49632       256.75872       1.015369580
2014 Jul 28 20:40:00.0      48.40772       257.77452       1.015369696
2014 Jul 28 20:45:00.0      49.32259       258.77048       1.015369821
2014 Jul 28 20:50:00.0      50.24059       259.74783       1.015369954
2014 Jul 28 20:55:00.0      51.16140       260.70774       1.015370097
2014 Jul 28 21:00:00.0      52.08471       261.65133       1.015370247
2014 Jul 28 21:05:00.0      53.01023       262.57966       1.015370406
2014 Jul 28 21:10:00.0      53.93769       263.49372       1.015370572
2014 Jul 28 21:15:00.0      54.86683       264.39446       1.015370746
2014 Jul 28 21:20:00.0      55.79739       265.28278       1.015370928
2014 Jul 28 21:25:00.0      56.72913       266.15954       1.015371116
2014 Jul 28 21:30:00.0      57.66182       267.02555       1.015371311
2014 Jul 28 21:35:00.0      58.59524       267.88159       1.015371512
2014 Jul 28 21:40:00.0      59.52917       268.72839       1.015371720
2014 Jul 28 21:45:00.0      60.46341       269.56667       1.015371934
2014 Jul 28 21:50:00.0      61.39775       270.39709       1.015372153
2014 Jul 28 21:55:00.0      62.33200       271.22031       1.015372377
2014 Jul 28 22:00:00.0      63.26596       272.03694       1.015372607
2014 Jul 28 22:05:00.0      64.19945       272.84758       1.015372841
2014 Jul 28 22:10:00.0      65.13228       273.65279       1.015373079
2014 Jul 28 22:15:00.0      66.06429       274.45314       1.015373322
2014 Jul 28 22:20:00.0      66.99528       275.24914       1.015373569
2014 Jul 28 22:25:00.0      67.92509       276.04131       1.015373819
2014 Jul 28 22:30:00.0      68.85355       276.83015       1.015374072
2014 Jul 28 22:35:00.0      69.78048       277.61613       1.015374328
2014 Jul 28 22:40:00.0      70.70572       278.39972       1.015374587
2014 Jul 28 22:45:00.0      71.62909       279.18136       1.015374848
2014 Jul 28 22:50:00.0      72.55044       279.96150       1.015375111
2014 Jul 28 22:55:00.0      73.46959       280.74056       1.015375376
2014 Jul 28 23:00:00.0      74.38637       281.51895       1.015375642
2014 Jul 28 23:05:00.0      75.30063       282.29709       1.015375909
2014 Jul 28 23:10:00.0      76.21218       283.07537       1.015376177
2014 Jul 28 23:15:00.0      77.12087       283.85418       1.015376446
2014 Jul 28 23:20:00.0      78.02651       284.63389       1.015376714
2014 Jul 28 23:25:00.0      78.92895       285.41490       1.015376982
2014 Jul 28 23:30:00.0      79.82800       286.19755       1.015377250
2014 Jul 28 23:35:00.0      80.72349       286.98221       1.015377517
2014 Jul 28 23:40:00.0      81.61524       287.76925       1.015377783
2014 Jul 28 23:45:00.0      82.50308       288.55901       1.015378047
2014 Jul 28 23:50:00.0      83.38681       289.35183       1.015378310
2014 Jul 28 23:55:00.0      84.26625       290.14807       1.015378570
2014 Jul 29 00:00:00.0      85.14121       290.94806       1.015378828
2014 Jul 29 00:05:00.0      86.01151       291.75214       1.015379084
2014 Jul 29 00:10:00.0      86.87694       292.56064       1.015379336
2014 Jul 29 00:15:00.0      87.73730       293.37389       1.015379585
2014 Jul 29 00:20:00.0      88.59239       294.19221       1.015379831
2014 Jul 29 00:25:00.0      89.44200       295.01593       1.015380072
2014 Jul 29 00:30:00.0      90.28591       295.84538       1.015380310
2014 Jul 29 00:35:00.0      91.12392       296.68086       1.015380543
2014 Jul 29 00:40:00.0      91.95579       297.52270       1.015380771
2014 Jul 29 00:45:00.0      92.78130       298.37121       1.015380994
2014 Jul 29 00:50:00.0      93.60021       299.22670       1.015381211
2014 Jul 29 00:55:00.0      94.41229       300.08948       1.015381423
2014 Jul 29 01:00:00.0      95.21730       300.95985       1.015381629
2014 Jul 29 01:05:00.0      96.01497       301.83811       1.015381828
2014 Jul 29 01:10:00.0      96.80507       302.72457       1.015382022
2014 Jul 29 01:15:00.0      97.58732       303.61951       1.015382208
2014 Jul 29 01:20:00.0      98.36146       304.52324       1.015382387
2014 Jul 29 01:25:00.0      99.12722       305.43602       1.015382559
2014 Jul 29 01:30:00.0      99.88431       306.35815       1.015382723
2014 Jul 29 01:35:00.0     100.63245       307.28989       1.015382879
2014 Jul 29 01:40:00.0     101.37135       308.23152       1.015383027
2014 Jul 29 01:45:00.0     102.10070       309.18329       1.015383167
2014 Jul 29 01:50:00.0     102.82020       310.14546       1.015383298
2014 Jul 29 01:55:00.0     103.52954       311.11828       1.015383420
2014 Jul 29 02:00:00.0     104.22840       312.10198       1.015383533
2014 Jul 29 02:05:00.0     104.91646       313.09678       1.015383636
2014 Jul 29 02:10:00.0     105.59338       314.10289       1.015383730
2014 Jul 29 02:15:00.0     106.25883       315.12052       1.015383814
2014 Jul 29 02:20:00.0     106.91246       316.14986       1.015383888
2014 Jul 29 02:25:00.0     107.55393       317.19107       1.015383951
2014 Jul 29 02:30:00.0     108.18289       318.24431       1.015384004
2014 Jul 29 02:35:00.0     108.79897       319.30972       1.015384046
2014 Jul 29 02:40:00.0     109.40181       320.38741       1.015384078
2014 Jul 29 02:45:00.0     109.99105       321.47749       1.015384098
2014 Jul 29 02:50:00.0     110.56632       322.58004       1.015384106
2014 Jul 29 02:55:00.0     111.12723       323.69510       1.015384104
2014 Jul 29 03:00:00.0     111.67343       324.82270       1.015384089
2014 Jul 29 03:05:00.0     112.20452       325.96286       1.015384063
2014 Jul 29 03:10:00.0     112.72014       327.11553       1.015384024
2014 Jul 29 03:15:00.0     113.21990       328.28068       1.015383973
2014 Jul 29 03:20:00.0     113.70343       329.45821       1.015383910
2014 Jul 29 03:25:00.0     114.17034       330.64801       1.015383834
2014 Jul 29 03:30:00.0     114.62028       331.84994       1.015383745
2014 Jul 29 03:35:00.0     115.05286       333.06380       1.015383644
2014 Jul 29 03:40:00.0     115.46772       334.28938       1.015383530
2014 Jul 29 03:45:00.0     115.86450       335.52643       1.015383402
2014 Jul 29 03:50:00.0     116.24286       336.77466       1.015383261
2014 Jul 29 03:55:00.0     116.60244       338.03374       1.015383107
2014 Jul 29 04:00:00.0     116.94292       339.30332       1.015382939
2014 Jul 29 04:05:00.0     117.26397       340.58298       1.015382757
2014 Jul 29 04:10:00.0     117.56527       341.87229       1.015382562
2014 Jul 29 04:15:00.0     117.84654       343.17079       1.015382353
2014 Jul 29 04:20:00.0     118.10749       344.47795       1.015382130
2014 Jul 29 04:25:00.0     118.34785       345.79325       1.015381894
2014 Jul 29 04:30:00.0     118.56738       347.11609       1.015381643
2014 Jul 29 04:35:00.0     118.76583       348.44588       1.015381378
2014 Jul 29 04:40:00.0     118.94300       349.78197       1.015381098
2014 Jul 29 04:45:00.0     119.09870       351.12371       1.015380805
2014 Jul 29 04:50:00.0     119.23275       352.47040       1.015380497
2014 Jul 29 04:55:00.0     119.34502       353.82133       1.015380175
2014 Jul 29 05:00:00.0     119.43536       355.17577       1.015379838
2014 Jul 29 05:05:00.0     119.50369       356.53297       1.015379487
2014 Jul 29 05:10:00.0     119.54992       357.89218       1.015379122
2014 Jul 29 05:15:00.0     119.57401       359.25263       1.015378742
2014 Jul 29 05:20:00.0     119.57592         0.61354       1.015378348
2014 Jul 29 05:25:00.0     119.55566         1.97413       1.015377940
2014 Jul 29 05:30:00.0     119.51324         3.33363       1.015377516
2014 Jul 29 05:35:00.0     119.44871         4.69128       1.015377079
2014 Jul 29 05:40:00.0     119.36216         6.04630       1.015376627
2014 Jul 29 05:45:00.0     119.25367         7.39795       1.015376161
2014 Jul 29 05:50:00.0     119.12336         8.74550       1.015375680
2014 Jul 29 05:55:00.0     118.97138        10.08824       1.015375185
2014 Jul 29 06:00:00.0     118.79791        11.42546       1.015374676
2014 Jul 29 06:05:00.0     118.60311        12.75650       1.015374153
2014 Jul 29 06:10:00.0     118.38721        14.08072       1.015373615
2014 Jul 29 06:15:00.0     118.15043        15.39750       1.015373063
2014 Jul 29 06:20:00.0     117.89302        16.70627       1.015372498
2014 Jul 29 06:25:00.0     117.61525        18.00647       1.015371918
2014 Jul 29 06:30:00.0     117.31738        19.29759       1.015371325
2014 Jul 29 06:35:00.0     116.99973        20.57916       1.015370718
2014 Jul 29 06:40:00.0     116.66260        21.85072       1.015370097
2014 Jul 29 06:45:00.0     116.30630        23.11187       1.015369463
2014 Jul 29 06:50:00.0     115.93118        24.36225       1.015368815
2014 Jul 29 06:55:00.0     115.53757        25.60152       1.015368154
2014 Jul 29 07:00:00.0     115.12582        26.82938       1.015367480
2014 Jul 29 07:05:00.0     114.69630        28.04558       1.015366793
2014 Jul 29 07:10:00.0     114.24936        29.24989       1.015366093
2014 Jul 29 07:15:00.0     113.78538        30.44212       1.015365380
2014 Jul 29 07:20:00.0     113.30473        31.62212       1.015364654
2014 Jul 29 07:25:00.0     112.80778        32.78978       1.015363916
2014 Jul 29 07:30:00.0     112.29491        33.94499       1.015363166
2014 Jul 29 07:35:00.0     111.76651        35.08771       1.015362404
2014 Jul 29 07:40:00.0     111.22294        36.21790       1.015361630
2014 Jul 29 07:45:00.0     110.66458        37.33556       1.015360844
2014 Jul 29 07:50:00.0     110.09182        38.44072       1.015360046
2014 Jul 29 07:55:00.0     109.50503        39.53342       1.015359237
2014 Jul 29 08:00:00.0     108.90457        40.61374       1.015358417
2014 Jul 29 08:05:00.0     108.29081        41.68178       1.015357585
2014 Jul 29 08:10:00.0     107.66413        42.73764       1.015356743
2014 Jul 29 08:15:00.0     107.02487        43.78147       1.015355891
2014 Jul 29 08:20:00.0     106.37339        44.81342       1.015355028
2014 Jul 29 08:25:00.0     105.71004        45.83366       1.015354155
2014 Jul 29 08:30:00.0     105.03516        46.84237       1.015353272
2014 Jul 29 08:35:00.0     104.34910        47.83976       1.015352379
2014 Jul 29 08:40:00.0     103.65218        48.82602       1.015351477
2014 Jul 29 08:45:00.0     102.94473        49.80139       1.015350566
