                                   Moon                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                         Cherry Springs State Park                        
              Location:  W 77°48'45.0", N41°39'52.6",   710m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 km
2014 Jul 24 04:00:00.0     119.04417        14.47873        404356.852
2014 Jul 24 04:05:00.0     118.81198        15.74904        404343.122
2014 Jul 24 04:10:00.0     118.56071        17.01176        404327.452
2014 Jul 24 04:15:00.0     118.29060        18.26640        404309.852
2014 Jul 24 04:20:00.0     118.00190        19.51252        404290.334
2014 Jul 24 04:25:00.0     117.69486        20.74967        404268.911
2014 Jul 24 04:30:00.0     117.36976        21.97746        404245.595
2014 Jul 24 04:35:00.0     117.02689        23.19554        404220.400
2014 Jul 24 04:40:00.0     116.66654        24.40357        404193.342
2014 Jul 24 04:45:00.0     116.28901        25.60125        404164.435
2014 Jul 24 04:50:00.0     115.89460        26.78831        404133.697
2014 Jul 24 04:55:00.0     115.48365        27.96452        404101.144
2014 Jul 24 05:00:00.0     115.05646        29.12968        404066.794
2014 Jul 24 05:05:00.0     114.61336        30.28361        404030.666
2014 Jul 24 05:10:00.0     114.15468        31.42618        403992.780
2014 Jul 24 05:15:00.0     113.68074        32.55725        403953.155
2014 Jul 24 05:20:00.0     113.19189        33.67676        403911.813
2014 Jul 24 05:25:00.0     112.68846        34.78463        403868.776
2014 Jul 24 05:30:00.0     112.17077        35.88085        403824.066
2014 Jul 24 05:35:00.0     111.63917        36.96538        403777.706
2014 Jul 24 05:40:00.0     111.09398        38.03826        403729.721
2014 Jul 24 05:45:00.0     110.53553        39.09951        403680.134
2014 Jul 24 05:50:00.0     109.96415        40.14920        403628.972
2014 Jul 24 05:55:00.0     109.38018        41.18740        403576.260
2014 Jul 24 06:00:00.0     108.78392        42.21421        403522.026
2014 Jul 24 06:05:00.0     108.17570        43.22974        403466.296
2014 Jul 24 06:10:00.0     107.55583        44.23411        403409.099
2014 Jul 24 06:15:00.0     106.92463        45.22748        403350.463
2014 Jul 24 06:20:00.0     106.28239        46.21001        403290.418
2014 Jul 24 06:25:00.0     105.62942        47.18185        403228.993
2014 Jul 24 06:30:00.0     104.96602        48.14321        403166.221
2014 Jul 24 06:35:00.0     104.29248        49.09426        403102.130
2014 Jul 24 06:40:00.0     103.60908        50.03522        403036.754
2014 Jul 24 06:45:00.0     102.91611        50.96629        402970.125
2014 Jul 24 06:50:00.0     102.21383        51.88770        402902.275
2014 Jul 24 06:55:00.0     101.50253        52.79968        402833.239
2014 Jul 24 07:00:00.0     100.78246        53.70246        402763.050
2014 Jul 24 07:05:00.0     100.05388        54.59629        402691.742
2014 Jul 24 07:10:00.0      99.31704        55.48141        402619.352
2014 Jul 24 07:15:00.0      98.57221        56.35807        402545.913
2014 Jul 24 07:20:00.0      97.81961        57.22654        402471.463
2014 Jul 24 07:25:00.0      97.05948        58.08708        402396.038
2014 Jul 24 07:30:00.0      96.29207        58.93994        402319.674
2014 Jul 24 07:35:00.0      95.51759        59.78541        402242.409
2014 Jul 24 07:40:00.0      94.73627        60.62375        402164.282
2014 Jul 24 07:45:00.0      93.94832        61.45524        402085.329
2014 Jul 24 07:50:00.0      93.15397        62.28015        402005.590
2014 Jul 24 07:55:00.0      92.35341        63.09878        401925.104
2014 Jul 24 08:00:00.0      91.54685        63.91139        401843.909
2014 Jul 24 08:05:00.0      90.73450        64.71828        401762.046
2014 Jul 24 08:10:00.0      89.91654        65.51973        401679.554
2014 Jul 24 08:15:00.0      89.09317        66.31604        401596.473
2014 Jul 24 08:20:00.0      88.26458        67.10750        401512.845
2014 Jul 24 08:25:00.0      87.43095        67.89440        401428.710
2014 Jul 24 08:30:00.0      86.59246        68.67705        401344.109
2014 Jul 24 08:35:00.0      85.74930        69.45573        401259.083
2014 Jul 24 08:40:00.0      84.90163        70.23076        401173.674
2014 Jul 24 08:45:00.0      84.04962        71.00244        401087.923
2014 Jul 24 08:50:00.0      83.19345        71.77108        401001.873
2014 Jul 24 08:55:00.0      82.33329        72.53700        400915.565
2014 Jul 24 09:00:00.0      81.46929        73.30051        400829.041
2014 Jul 24 09:05:00.0      80.60161        74.06193        400742.345
2014 Jul 24 09:10:00.0      79.73043        74.82158        400655.517
2014 Jul 24 09:15:00.0      78.85589        75.57981        400568.602
2014 Jul 24 09:20:00.0      77.97816        76.33693        400481.640
2014 Jul 24 09:25:00.0      77.09739        77.09331        400394.676
2014 Jul 24 09:30:00.0      76.21374        77.84927        400307.751
2014 Jul 24 09:35:00.0      75.32735        78.60518        400220.908
2014 Jul 24 09:40:00.0      74.43838        79.36140        400134.190
2014 Jul 24 09:45:00.0      73.54699        80.11830        400047.639
2014 Jul 24 09:50:00.0      72.65333        80.87625        399961.298
2014 Jul 24 09:55:00.0      71.75755        81.63565        399875.210
2014 Jul 24 10:00:00.0      70.85980        82.39689        399789.417
2014 Jul 24 10:05:00.0      69.96024        83.16038        399703.961
2014 Jul 24 10:10:00.0      69.05903        83.92653        399618.885
2014 Jul 24 10:15:00.0      68.15632        84.69579        399534.229
2014 Jul 24 10:20:00.0      67.25227        85.46860        399450.038
2014 Jul 24 10:25:00.0      66.34704        86.24543        399366.351
2014 Jul 24 10:30:00.0      65.44079        87.02674        399283.211
2014 Jul 24 10:35:00.0      64.53369        87.81303        399200.659
2014 Jul 24 10:40:00.0      63.62591        88.60482        399118.736
2014 Jul 24 10:45:00.0      62.71762        89.40264        399037.482
2014 Jul 24 10:50:00.0      61.80900        90.20704        398956.939
2014 Jul 24 10:55:00.0      60.90022        91.01859        398877.146
2014 Jul 24 11:00:00.0      59.99148        91.83791        398798.143
2014 Jul 24 11:05:00.0      59.08297        92.66561        398719.971
2014 Jul 24 11:10:00.0      58.17487        93.50235        398642.668
2014 Jul 24 11:15:00.0      57.26741        94.34882        398566.273
2014 Jul 24 11:20:00.0      56.36079        95.20573        398490.824
2014 Jul 24 11:25:00.0      55.45523        96.07383        398416.360
2014 Jul 24 11:30:00.0      54.55097        96.95392        398342.918
2014 Jul 24 11:35:00.0      53.64823        97.84683        398270.536
2014 Jul 24 11:40:00.0      52.74728        98.75341        398199.250
2014 Jul 24 11:45:00.0      51.84837        99.67459        398129.096
2014 Jul 24 11:50:00.0      50.95178       100.61134        398060.111
2014 Jul 24 11:55:00.0      50.05781       101.56466        397992.329
2014 Jul 24 12:00:00.0      49.16675       102.53563        397925.786
2014 Jul 24 12:05:00.0      48.27892       103.52537        397860.515
2014 Jul 24 12:10:00.0      47.39468       104.53508        397796.550
2014 Jul 24 12:15:00.0      46.51437       105.56601        397733.924
2014 Jul 24 12:20:00.0      45.63838       106.61949        397672.670
2014 Jul 24 12:25:00.0      44.76712       107.69691        397612.819
2014 Jul 24 12:30:00.0      43.90101       108.79975        397554.403
2014 Jul 24 12:35:00.0      43.04052       109.92956        397497.452
2014 Jul 24 12:40:00.0      42.18612       111.08799        397441.996
2014 Jul 24 12:45:00.0      41.33836       112.27676        397388.065
2014 Jul 24 12:50:00.0      40.49777       113.49769        397335.687
2014 Jul 24 12:55:00.0      39.66496       114.75270        397284.889
2014 Jul 24 13:00:00.0      38.84057       116.04378        397235.700
2014 Jul 24 13:05:00.0      38.02527       117.37304        397188.145
2014 Jul 24 13:10:00.0      37.21979       118.74268        397142.251
2014 Jul 24 13:15:00.0      36.42492       120.15498        397098.041
2014 Jul 24 13:20:00.0      35.64149       121.61230        397055.541
2014 Jul 24 13:25:00.0      34.87039       123.11711        397014.773
2014 Jul 24 13:30:00.0      34.11259       124.67192        396975.761
2014 Jul 24 13:35:00.0      33.36912       126.27930        396938.526
2014 Jul 24 13:40:00.0      32.64105       127.94185        396903.089
2014 Jul 24 13:45:00.0      31.92958       129.66219        396869.470
2014 Jul 24 13:50:00.0      31.23592       131.44288        396837.689
2014 Jul 24 13:55:00.0      30.56142       133.28646        396807.765
2014 Jul 24 14:00:00.0      29.90746       135.19532        396779.714
2014 Jul 24 14:05:00.0      29.27553       137.17171        396753.554
2014 Jul 24 14:10:00.0      28.66718       139.21761        396729.300
2014 Jul 24 14:15:00.0      28.08403       141.33471        396706.968
2014 Jul 24 14:20:00.0      27.52777       143.52431        396686.572
2014 Jul 24 14:25:00.0      27.00016       145.78718        396668.125
2014 Jul 24 14:30:00.0      26.50298       148.12353        396651.640
2014 Jul 24 14:35:00.0      26.03805       150.53288        396637.128
2014 Jul 24 14:40:00.0      25.60720       153.01394        396624.600
2014 Jul 24 14:45:00.0      25.21223       155.56453        396614.064
2014 Jul 24 14:50:00.0      24.85493       158.18152        396605.531
2014 Jul 24 14:55:00.0      24.53700       160.86074        396599.008
2014 Jul 24 15:00:00.0      24.26002       163.59697        396594.501
2014 Jul 24 15:05:00.0      24.02546       166.38394        396592.018
2014 Jul 24 15:10:00.0      23.83461       169.21437        396591.562
2014 Jul 24 15:15:00.0      23.68855       172.08006        396593.138
2014 Jul 24 15:20:00.0      23.58814       174.97206        396596.749
2014 Jul 24 15:25:00.0      23.53399       177.88078        396602.397
2014 Jul 24 15:30:00.0      23.52642       180.79626        396610.084
2014 Jul 24 15:35:00.0      23.56549       183.70837        396619.810
2014 Jul 24 15:40:00.0      23.65096       186.60706        396631.573
2014 Jul 24 15:45:00.0      23.78232       189.48261        396645.374
2014 Jul 24 15:50:00.0      23.95881       192.32582        396661.209
2014 Jul 24 15:55:00.0      24.17942       195.12822        396679.075
2014 Jul 24 16:00:00.0      24.44292       197.88220        396698.967
2014 Jul 24 16:05:00.0      24.74792       200.58115        396720.880
2014 Jul 24 16:10:00.0      25.09286       203.21949        396744.808
2014 Jul 24 16:15:00.0      25.47608       205.79269        396770.744
2014 Jul 24 16:20:00.0      25.89582       208.29727        396798.679
2014 Jul 24 16:25:00.0      26.35031       210.73075        396828.605
2014 Jul 24 16:30:00.0      26.83769       213.09155        396860.511
2014 Jul 24 16:35:00.0      27.35617       215.37891        396894.388
2014 Jul 24 16:40:00.0      27.90393       217.59282        396930.222
2014 Jul 24 16:45:00.0      28.47922       219.73388        396968.002
2014 Jul 24 16:50:00.0      29.08033       221.80322        397007.713
2014 Jul 24 16:55:00.0      29.70560       223.80241        397049.342
2014 Jul 24 17:00:00.0      30.35347       225.73333        397092.872
2014 Jul 24 17:05:00.0      31.02243       227.59816        397138.289
2014 Jul 24 17:10:00.0      31.71106       229.39925        397185.574
2014 Jul 24 17:15:00.0      32.41800       231.13908        397234.709
2014 Jul 24 17:20:00.0      33.14200       232.82021        397285.677
2014 Jul 24 17:25:00.0      33.88186       234.44526        397338.457
2014 Jul 24 17:30:00.0      34.63646       236.01682        397393.030
2014 Jul 24 17:35:00.0      35.40475       237.53749        397449.372
2014 Jul 24 17:40:00.0      36.18576       239.00980        397507.463
2014 Jul 24 17:45:00.0      36.97857       240.43623        397567.280
2014 Jul 24 17:50:00.0      37.78232       241.81916        397628.799
2014 Jul 24 17:55:00.0      38.59621       243.16093        397691.996
2014 Jul 24 18:00:00.0      39.41951       244.46375        397756.845
2014 Jul 24 18:05:00.0      40.25150       245.72976        397823.320
2014 Jul 24 18:10:00.0      41.09155       246.96099        397891.395
2014 Jul 24 18:15:00.0      41.93905       248.15940        397961.043
2014 Jul 24 18:20:00.0      42.79342       249.32682        398032.234
2014 Jul 24 18:25:00.0      43.65413       250.46502        398104.941
2014 Jul 24 18:30:00.0      44.52069       251.57567        398179.134
2014 Jul 24 18:35:00.0      45.39263       252.66034        398254.783
2014 Jul 24 18:40:00.0      46.26950       253.72055        398331.857
2014 Jul 24 18:45:00.0      47.15090       254.75772        398410.324
2014 Jul 24 18:50:00.0      48.03643       255.77319        398490.152
2014 Jul 24 18:55:00.0      48.92574       256.76825        398571.309
2014 Jul 24 19:00:00.0      49.81847       257.74410        398653.761
2014 Jul 24 19:05:00.0      50.71429       258.70190        398737.475
2014 Jul 24 19:10:00.0      51.61290       259.64272        398822.416
2014 Jul 24 19:15:00.0      52.51401       260.56762        398908.549
2014 Jul 24 19:20:00.0      53.41733       261.47757        398995.839
2014 Jul 24 19:25:00.0      54.32260       262.37349        399084.249
2014 Jul 24 19:30:00.0      55.22956       263.25628        399173.744
2014 Jul 24 19:35:00.0      56.13798       264.12678        399264.286
2014 Jul 24 19:40:00.0      57.04761       264.98579        399355.837
2014 Jul 24 19:45:00.0      57.95824       265.83407        399448.361
2014 Jul 24 19:50:00.0      58.86966       266.67236        399541.818
2014 Jul 24 19:55:00.0      59.78165       267.50135        399636.170
2014 Jul 24 20:00:00.0      60.69402       268.32170        399731.377
2014 Jul 24 20:05:00.0      61.60657       269.13405        399827.402
2014 Jul 24 20:10:00.0      62.51913       269.93902        399924.203
2014 Jul 24 20:15:00.0      63.43150       270.73718        400021.740
2014 Jul 24 20:20:00.0      64.34350       271.52910        400119.974
2014 Jul 24 20:25:00.0      65.25498       272.31531        400218.863
2014 Jul 24 20:30:00.0      66.16575       273.09635        400318.366
2014 Jul 24 20:35:00.0      67.07566       273.87270        400418.443
2014 Jul 24 20:40:00.0      67.98453       274.64486        400519.051
2014 Jul 24 20:45:00.0      68.89222       275.41329        400620.150
2014 Jul 24 20:50:00.0      69.79856       276.17844        400721.696
2014 Jul 24 20:55:00.0      70.70339       276.94075        400823.649
2014 Jul 24 21:00:00.0      71.60657       277.70065        400925.965
2014 Jul 24 21:05:00.0      72.50793       278.45855        401028.603
2014 Jul 24 21:10:00.0      73.40733       279.21485        401131.520
2014 Jul 24 21:15:00.0      74.30461       279.96995        401234.673
2014 Jul 24 21:20:00.0      75.19963       280.72423        401338.020
2014 Jul 24 21:25:00.0      76.09223       281.47806        401441.519
2014 Jul 24 21:30:00.0      76.98225       282.23181        401545.125
2014 Jul 24 21:35:00.0      77.86956       282.98583        401648.797
2014 Jul 24 21:40:00.0      78.75398       283.74049        401752.492
2014 Jul 24 21:45:00.0      79.63538       284.49612        401856.167
2014 Jul 24 21:50:00.0      80.51359       285.25307        401959.778
2014 Jul 24 21:55:00.0      81.38846       286.01167        402063.285
2014 Jul 24 22:00:00.0      82.25983       286.77224        402166.643
2014 Jul 24 22:05:00.0      83.12753       287.53512        402269.811
2014 Jul 24 22:10:00.0      83.99142       288.30063        402372.745
2014 Jul 24 22:15:00.0      84.85132       289.06909        402475.404
2014 Jul 24 22:20:00.0      85.70707       289.84080        402577.746
2014 Jul 24 22:25:00.0      86.55849       290.61608        402679.728
2014 Jul 24 22:30:00.0      87.40542       291.39524        402781.309
2014 Jul 24 22:35:00.0      88.24767       292.17859        402882.447
2014 Jul 24 22:40:00.0      89.08508       292.96642        402983.101
2014 Jul 24 22:45:00.0      89.91746       293.75905        403083.230
2014 Jul 24 22:50:00.0      90.74462       294.55676        403182.792
2014 Jul 24 22:55:00.0      91.56637       295.35986        403281.748
2014 Jul 24 23:00:00.0      92.38252       296.16864        403380.056
2014 Jul 24 23:05:00.0      93.19288       296.98339        403477.677
2014 Jul 24 23:10:00.0      93.99723       297.80441        403574.571
2014 Jul 24 23:15:00.0      94.79538       298.63199        403670.699
2014 Jul 24 23:20:00.0      95.58712       299.46640        403766.022
2014 Jul 24 23:25:00.0      96.37222       300.30794        403860.501
2014 Jul 24 23:30:00.0      97.15046       301.15689        403954.098
2014 Jul 24 23:35:00.0      97.92163       302.01353        404046.774
2014 Jul 24 23:40:00.0      98.68549       302.87813        404138.494
2014 Jul 24 23:45:00.0      99.44180       303.75097        404229.219
2014 Jul 24 23:50:00.0     100.19032       304.63231        404318.914
2014 Jul 24 23:55:00.0     100.93081       305.52243        404407.542
2014 Jul 25 00:00:00.0     101.66301       306.42158        404495.067
2014 Jul 25 00:05:00.0     102.38666       307.33001        404581.455
2014 Jul 25 00:10:00.0     103.10150       308.24799        404666.671
2014 Jul 25 00:15:00.0     103.80726       309.17576        404750.681
2014 Jul 25 00:20:00.0     104.50367       310.11354        404833.452
2014 Jul 25 00:25:00.0     105.19044       311.06158        404914.950
2014 Jul 25 00:30:00.0     105.86728       312.02009        404995.144
2014 Jul 25 00:35:00.0     106.53390       312.98928        405074.001
2014 Jul 25 00:40:00.0     107.19001       313.96937        405151.490
2014 Jul 25 00:45:00.0     107.83530       314.96053        405227.581
2014 Jul 25 00:50:00.0     108.46946       315.96295        405302.244
2014 Jul 25 00:55:00.0     109.09218       316.97680        405375.449
2014 Jul 25 01:00:00.0     109.70314       318.00221        405447.168
2014 Jul 25 01:05:00.0     110.30202       319.03934        405517.372
2014 Jul 25 01:10:00.0     110.88849       320.08830        405586.035
2014 Jul 25 01:15:00.0     111.46221       321.14919        405653.130
2014 Jul 25 01:20:00.0     112.02286       322.22209        405718.630
2014 Jul 25 01:25:00.0     112.57009       323.30706        405782.511
2014 Jul 25 01:30:00.0     113.10357       324.40414        405844.747
2014 Jul 25 01:35:00.0     113.62295       325.51335        405905.316
2014 Jul 25 01:40:00.0     114.12789       326.63467        405964.193
2014 Jul 25 01:45:00.0     114.61805       327.76808        406021.356
2014 Jul 25 01:50:00.0     115.09309       328.91350        406076.785
2014 Jul 25 01:55:00.0     115.55265       330.07086        406130.457
2014 Jul 25 02:00:00.0     115.99640       331.24003        406182.352
2014 Jul 25 02:05:00.0     116.42401       332.42085        406232.452
2014 Jul 25 02:10:00.0     116.83512       333.61315        406280.738
2014 Jul 25 02:15:00.0     117.22943       334.81671        406327.191
2014 Jul 25 02:20:00.0     117.60659       336.03128        406371.795
2014 Jul 25 02:25:00.0     117.96630       337.25658        406414.534
2014 Jul 25 02:30:00.0     118.30824       338.49230        406455.392
2014 Jul 25 02:35:00.0     118.63211       339.73809        406494.355
2014 Jul 25 02:40:00.0     118.93762       340.99355        406531.408
2014 Jul 25 02:45:00.0     119.22448       342.25828        406566.539
2014 Jul 25 02:50:00.0     119.49243       343.53183        406599.736
2014 Jul 25 02:55:00.0     119.74121       344.81370        406630.988
2014 Jul 25 03:00:00.0     119.97057       346.10338        406660.283
2014 Jul 25 03:05:00.0     120.18031       347.40033        406687.613
2014 Jul 25 03:10:00.0     120.37019       348.70397        406712.968
2014 Jul 25 03:15:00.0     120.54004       350.01370        406736.341
2014 Jul 25 03:20:00.0     120.68967       351.32889        406757.725
2014 Jul 25 03:25:00.0     120.81893       352.64890        406777.113
2014 Jul 25 03:30:00.0     120.92769       353.97304        406794.499
2014 Jul 25 03:35:00.0     121.01584       355.30063        406809.881
2014 Jul 25 03:40:00.0     121.08326       356.63098        406823.253
2014 Jul 25 03:45:00.0     121.12991       357.96335        406834.613
2014 Jul 25 03:50:00.0     121.15572       359.29704        406843.959
2014 Jul 25 03:55:00.0     121.16067         0.63130        406851.290
2014 Jul 25 04:00:00.0     121.14475         1.96541        406856.606
2014 Jul 25 04:05:00.0     121.10799         3.29863        406859.908
2014 Jul 25 04:10:00.0     121.05041         4.63023        406861.197
2014 Jul 25 04:15:00.0     120.97209         5.95951        406860.475
2014 Jul 25 04:20:00.0     120.87310         7.28574        406857.747
2014 Jul 25 04:25:00.0     120.75355         8.60823        406853.015
2014 Jul 25 04:30:00.0     120.61357         9.92630        406846.285
2014 Jul 25 04:35:00.0     120.45331        11.23929        406837.563
2014 Jul 25 04:40:00.0     120.27292        12.54656        406826.855
2014 Jul 25 04:45:00.0     120.07259        13.84751        406814.169
2014 Jul 25 04:50:00.0     119.85253        15.14153        406799.514
2014 Jul 25 04:55:00.0     119.61296        16.42808        406782.899
2014 Jul 25 05:00:00.0     119.35410        17.70662        406764.333
2014 Jul 25 05:05:00.0     119.07622        18.97665        406743.828
2014 Jul 25 05:10:00.0     118.77956        20.23771        406721.396
2014 Jul 25 05:15:00.0     118.46442        21.48936        406697.049
2014 Jul 25 05:20:00.0     118.13107        22.73121        406670.801
2014 Jul 25 05:25:00.0     117.77981        23.96289        406642.665
2014 Jul 25 05:30:00.0     117.41095        25.18407        406612.658
2014 Jul 25 05:35:00.0     117.02482        26.39444        406580.794
2014 Jul 25 05:40:00.0     116.62172        27.59376        406547.091
2014 Jul 25 05:45:00.0     116.20198        28.78179        406511.566
2014 Jul 25 05:50:00.0     115.76595        29.95833        406474.238
2014 Jul 25 05:55:00.0     115.31396        31.12322        406435.125
2014 Jul 25 06:00:00.0     114.84634        32.27633        406394.247
2014 Jul 25 06:05:00.0     114.36345        33.41755        406351.625
2014 Jul 25 06:10:00.0     113.86562        34.54680        406307.281
2014 Jul 25 06:15:00.0     113.35321        35.66405        406261.236
2014 Jul 25 06:20:00.0     112.82654        36.76927        406213.513
2014 Jul 25 06:25:00.0     112.28597        37.86247        406164.137
2014 Jul 25 06:30:00.0     111.73185        38.94367        406113.130
2014 Jul 25 06:35:00.0     111.16450        40.01294        406060.519
2014 Jul 25 06:40:00.0     110.58426        41.07033        406006.329
2014 Jul 25 06:45:00.0     109.99148        42.11595        405950.586
2014 Jul 25 06:50:00.0     109.38647        43.14991        405893.319
2014 Jul 25 06:55:00.0     108.76957        44.17234        405834.553
2014 Jul 25 07:00:00.0     108.14109        45.18339        405774.319
2014 Jul 25 07:05:00.0     107.50136        46.18321        405712.645
2014 Jul 25 07:10:00.0     106.85069        47.17198        405649.561
2014 Jul 25 07:15:00.0     106.18938        48.14989        405585.097
2014 Jul 25 07:20:00.0     105.51773        49.11713        405519.284
2014 Jul 25 07:25:00.0     104.83604        50.07393        405452.154
2014 Jul 25 07:30:00.0     104.14461        51.02049        405383.739
2014 Jul 25 07:35:00.0     103.44371        51.95705        405314.073
2014 Jul 25 07:40:00.0     102.73363        52.88384        405243.187
2014 Jul 25 07:45:00.0     102.01464        53.80111        405171.117
2014 Jul 25 07:50:00.0     101.28701        54.70911        405097.896
2014 Jul 25 07:55:00.0     100.55099        55.60809        405023.560
2014 Jul 25 08:00:00.0      99.80686        56.49832        404948.144
2014 Jul 25 08:05:00.0      99.05486        57.38006        404871.684
2014 Jul 25 08:10:00.0      98.29523        58.25359        404794.216
2014 Jul 25 08:15:00.0      97.52822        59.11919        404715.778
2014 Jul 25 08:20:00.0      96.75406        59.97712        404636.407
2014 Jul 25 08:25:00.0      95.97298        60.82767        404556.139
2014 Jul 25 08:30:00.0      95.18521        61.67113        404475.015
2014 Jul 25 08:35:00.0      94.39096        62.50778        404393.072
2014 Jul 25 08:40:00.0      93.59045        63.33792        404310.349
2014 Jul 25 08:45:00.0      92.78390        64.16183        404226.886
2014 Jul 25 08:50:00.0      91.97151        64.97982        404142.723
2014 Jul 25 08:55:00.0      91.15347        65.79218        404057.898
2014 Jul 25 09:00:00.0      90.32999        66.59921        403972.454
2014 Jul 25 09:05:00.0      89.50127        67.40121        403886.430
2014 Jul 25 09:10:00.0      88.66748        68.19848        403799.867
2014 Jul 25 09:15:00.0      87.82883        68.99133        403712.807
2014 Jul 25 09:20:00.0      86.98549        69.78007        403625.291
2014 Jul 25 09:25:00.0      86.13764        70.56502        403537.361
2014 Jul 25 09:30:00.0      85.28545        71.34648        403449.059
2014 Jul 25 09:35:00.0      84.42911        72.12477        403360.426
2014 Jul 25 09:40:00.0      83.56879        72.90021        403271.506
2014 Jul 25 09:45:00.0      82.70465        73.67313        403182.340
2014 Jul 25 09:50:00.0      81.83686        74.44385        403092.971
2014 Jul 25 09:55:00.0      80.96558        75.21270        403003.442
2014 Jul 25 10:00:00.0      80.09098        75.98003        402913.795
2014 Jul 25 10:05:00.0      79.21322        76.74617        402824.074
2014 Jul 25 10:10:00.0      78.33247        77.51146        402734.321
2014 Jul 25 10:15:00.0      77.44887        78.27627        402644.580
2014 Jul 25 10:20:00.0      76.56259        79.04095        402554.893
2014 Jul 25 10:25:00.0      75.67379        79.80586        402465.303
2014 Jul 25 10:30:00.0      74.78262        80.57138        402375.854
2014 Jul 25 10:35:00.0      73.88924        81.33789        402286.589
2014 Jul 25 10:40:00.0      72.99381        82.10578        402197.549
2014 Jul 25 10:45:00.0      72.09649        82.87544        402108.779
2014 Jul 25 10:50:00.0      71.19744        83.64730        402020.321
2014 Jul 25 10:55:00.0      70.29681        84.42177        401932.217
2014 Jul 25 11:00:00.0      69.39477        85.19928        401844.511
2014 Jul 25 11:05:00.0      68.49149        85.98028        401757.244
2014 Jul 25 11:10:00.0      67.58711        86.76523        401670.458
2014 Jul 25 11:15:00.0      66.68183        87.55460        401584.197
2014 Jul 25 11:20:00.0      65.77580        88.34889        401498.501
2014 Jul 25 11:25:00.0      64.86919        89.14860        401413.412
2014 Jul 25 11:30:00.0      63.96220        89.95426        401328.972
2014 Jul 25 11:35:00.0      63.05499        90.76642        401245.221
2014 Jul 25 11:40:00.0      62.14775        91.58564        401162.200
2014 Jul 25 11:45:00.0      61.24068        92.41252        401079.951
2014 Jul 25 11:50:00.0      60.33398        93.24766        400998.512
2014 Jul 25 11:55:00.0      59.42784        94.09172        400917.924
2014 Jul 25 12:00:00.0      58.52247        94.94536        400838.227
2014 Jul 25 12:05:00.0      57.61811        95.80928        400759.459
2014 Jul 25 12:10:00.0      56.71496        96.68421        400681.659
2014 Jul 25 12:15:00.0      55.81326        97.57091        400604.865
2014 Jul 25 12:20:00.0      54.91327        98.47020        400529.116
2014 Jul 25 12:25:00.0      54.01524        99.38290        400454.448
2014 Jul 25 12:30:00.0      53.11943       100.30990        400380.899
2014 Jul 25 12:35:00.0      52.22613       101.25213        400308.505
2014 Jul 25 12:40:00.0      51.33563       102.21055        400237.301
2014 Jul 25 12:45:00.0      50.44823       103.18618        400167.325
2014 Jul 25 12:50:00.0      49.56428       104.18011        400098.609
2014 Jul 25 12:55:00.0      48.68411       105.19346        400031.189
2014 Jul 25 13:00:00.0      47.80808       106.22741        399965.098
2014 Jul 25 13:05:00.0      46.93658       107.28321        399900.370
2014 Jul 25 13:10:00.0      46.07001       108.36217        399837.037
2014 Jul 25 13:15:00.0      45.20882       109.46568        399775.131
2014 Jul 25 13:20:00.0      44.35345       110.59519        399714.683
2014 Jul 25 13:25:00.0      43.50440       111.75220        399655.723
2014 Jul 25 13:30:00.0      42.66218       112.93833        399598.283
2014 Jul 25 13:35:00.0      41.82735       114.15523        399542.391
2014 Jul 25 13:40:00.0      41.00050       115.40467        399488.076
2014 Jul 25 13:45:00.0      40.18224       116.68847        399435.366
2014 Jul 25 13:50:00.0      39.37326       118.00854        399384.287
2014 Jul 25 13:55:00.0      38.57426       119.36684        399334.867
2014 Jul 25 14:00:00.0      37.78601       120.76544        399287.130
2014 Jul 25 14:05:00.0      37.00931       122.20646        399241.103
2014 Jul 25 14:10:00.0      36.24505       123.69205        399196.808
2014 Jul 25 14:15:00.0      35.49413       125.22444        399154.270
2014 Jul 25 14:20:00.0      34.75754       126.80589        399113.511
2014 Jul 25 14:25:00.0      34.03632       128.43865        399074.553
2014 Jul 25 14:30:00.0      33.33160       130.12498        399037.416
2014 Jul 25 14:35:00.0      32.64454       131.86709        399002.121
2014 Jul 25 14:40:00.0      31.97639       133.66711        398968.687
2014 Jul 25 14:45:00.0      31.32846       135.52709        398937.132
2014 Jul 25 14:50:00.0      30.70214       137.44886        398907.474
2014 Jul 25 14:55:00.0      30.09886       139.43408        398879.730
2014 Jul 25 15:00:00.0      29.52014       141.48411        398853.914
2014 Jul 25 15:05:00.0      28.96754       143.59997        398830.044
2014 Jul 25 15:10:00.0      28.44265       145.78223        398808.131
2014 Jul 25 15:15:00.0      27.94713       148.03099        398788.190
2014 Jul 25 15:20:00.0      27.48265       150.34575        398770.232
2014 Jul 25 15:25:00.0      27.05086       152.72535        398754.269
2014 Jul 25 15:30:00.0      26.65343       155.16789        398740.311
2014 Jul 25 15:35:00.0      26.29197       157.67070        398728.368
2014 Jul 25 15:40:00.0      25.96805       160.23024        398718.447
2014 Jul 25 15:45:00.0      25.68314       162.84211        398710.558
2014 Jul 25 15:50:00.0      25.43860       165.50105        398704.705
2014 Jul 25 15:55:00.0      25.23563       168.20095        398700.896
